incident_id,road_id,incident_type,severity,date,latitude,longitude,description,data_source
INC001048,R0078,LANDSLIDE,3,2023-07-10,25.434252,91.845161,Synthetic incident record,SYNTHETIC
INC001049,R0079,FLOOD,3,2023-01-18,25.20633,92.049259,Synthetic incident record,SYNTHETIC
INC001050,R0080,ROAD_BLOCKAGE,2,2023-10-15,25.224305,92.085499,Synthetic incident record,SYNTHETIC
INC001051,R0081,FALLEN_TREE,2,2023-09-30,25.255936,92.08811,Synthetic incident record,SYNTHETIC
INC001052,R0083,ACCIDENT,2,2023-12-21,25.164623,92.395919,Synthetic incident record,SYNTHETIC
INC001053,R0086,ACCIDENT,3,2023-06-22,25.245842,91.941167,Synthetic incident record,SYNTHETIC
INC001054,R0089,ROAD_BLOCKAGE,1,2023-12-20,24.869503,92.584785,Synthetic incident record,SYNTHETIC
INC001055,R0089,FLOOD,2,2023-07-05,24.878476,92.57895,Synthetic incident record,SYNTHETIC
INC001056,R0089,ROAD_BLOCKAGE,4,2023-12-08,24.872628,92.573996,Synthetic incident record,SYNTHETIC
INC001057,R0092,ACCIDENT,5,2023-02-22,25.567411,91.880441,Synthetic incident record,SYNTHETIC
INC001058,R0093,ACCIDENT,5,2023-12-16,25.317504,92.131678,Synthetic incident record,SYNTHETIC
INC001059,R0094,ROAD_BLOCKAGE,4,2023-05-04,25.392605,92.144718,Synthetic incident record,SYNTHETIC
INC001060,R0095,LANDSLIDE,4,2023-12-12,25.41446,92.176381,Synthetic incident record,SYNTHETIC
INC001061,R0096,FLOOD,1,2023-05-09,24.824789,92.795126,Synthetic incident record,SYNTHETIC
INC001062,R0096,FALLEN_TREE,5,2023-08-25,24.826922,92.811094,Synthetic incident record,SYNTHETIC
INC001063,R0096,ROAD_BLOCKAGE,5,2023-09-04,24.822278,92.803318,Synthetic incident record,SYNTHETIC
INC001064,R0096,FALLEN_TREE,1,2023-03-27,24.821611,92.794318,Synthetic incident record,SYNTHETIC
INC001065,R0097,FLOOD,2,2023-08-26,26.048439,91.346993,Synthetic incident record,SYNTHETIC
INC001066,R0098,FALLEN_TREE,2,2023-12-07,26.099445,91.6056,Synthetic incident record,SYNTHETIC
INC001067,R0099,FLOOD,2,2023-09-03,26.143408,91.630067,Synthetic incident record,SYNTHETIC
INC001068,R0101,ACCIDENT,2,2023-04-06,26.168541,91.697871,Synthetic incident record,SYNTHETIC
INC001069,R0103,FLOOD,3,2023-06-09,26.193425,91.758332,Synthetic incident record,SYNTHETIC
INC001070,R0103,FALLEN_TREE,4,2023-02-02,26.183785,91.757735,Synthetic incident record,SYNTHETIC
INC001071,R0103,ROAD_BLOCKAGE,4,2023-11-19,26.191029,91.759852,Synthetic incident record,SYNTHETIC
INC001072,R0106,FLOOD,3,2023-04-05,26.178093,91.738424,Synthetic incident record,SYNTHETIC
INC001073,R0108,FLOOD,3,2023-09-21,26.147374,91.732666,Synthetic incident record,SYNTHETIC
INC001074,R0110,FALLEN_TREE,4,2023-11-10,26.1199,91.711146,Synthetic incident record,SYNTHETIC
INC001075,R0110,FLOOD,5,2023-08-05,26.122035,91.704208,Synthetic incident record,SYNTHETIC
INC001076,R0110,ACCIDENT,2,2023-07-11,26.117484,91.7132,Synthetic incident record,SYNTHETIC
INC001077,R0113,ACCIDENT,1,2023-06-01,26.185981,91.75183,Synthetic incident record,SYNTHETIC
INC001078,R0120,LANDSLIDE,5,2023-09-30,26.192088,91.756881,Synthetic incident record,SYNTHETIC
INC001079,R0124,ACCIDENT,4,2023-08-21,24.898071,91.86255,Synthetic incident record,SYNTHETIC
INC001080,R0126,LANDSLIDE,4,2023-05-24,24.896952,91.867191,Synthetic incident record,SYNTHETIC
INC001081,R0129,FALLEN_TREE,5,2023-02-22,26.146905,91.767917,Synthetic incident record,SYNTHETIC
INC001082,R0130,FALLEN_TREE,3,2023-07-05,26.102548,91.789179,Synthetic incident record,SYNTHETIC
INC001083,R0133,FLOOD,2,2023-11-27,26.133942,91.749964,Synthetic incident record,SYNTHETIC
INC001084,R0133,FLOOD,1,2023-09-10,26.14837,91.755626,Synthetic incident record,SYNTHETIC
INC001085,R0134,FALLEN_TREE,3,2023-10-10,26.151817,91.732442,Synthetic incident record,SYNTHETIC
INC001086,R0135,LANDSLIDE,5,2023-12-31,26.12058,91.79324,Synthetic incident record,SYNTHETIC
INC001087,R0136,FALLEN_TREE,4,2023-10-19,25.608374,91.86554,Synthetic incident record,SYNTHETIC
INC001088,R0136,ROAD_BLOCKAGE,3,2023-07-01,25.614951,91.868845,Synthetic incident record,SYNTHETIC
INC001089,R0136,FLOOD,4,2023-06-22,25.601076,91.873244,Synthetic incident record,SYNTHETIC
INC001090,R0137,ROAD_BLOCKAGE,5,2023-11-13,25.633976,91.891908,Synthetic incident record,SYNTHETIC
INC001091,R0138,LANDSLIDE,1,2023-07-09,25.636748,91.893572,Synthetic incident record,SYNTHETIC
INC001092,R0139,FALLEN_TREE,5,2023-04-27,25.660202,91.883763,Synthetic incident record,SYNTHETIC
INC001093,R0142,ROAD_BLOCKAGE,3,2023-08-01,25.73087,91.882822,Synthetic incident record,SYNTHETIC
INC001094,R0143,LANDSLIDE,5,2023-02-16,25.739176,91.888611,Synthetic incident record,SYNTHETIC
INC001095,R0144,ACCIDENT,2,2023-09-16,26.145959,92.003317,Synthetic incident record,SYNTHETIC
INC001096,R0145,ACCIDENT,2,2023-06-05,26.183759,92.259706,Synthetic incident record,SYNTHETIC
INC001097,R0145,ACCIDENT,5,2023-05-16,26.184112,92.267985,Synthetic incident record,SYNTHETIC
INC001098,R0145,LANDSLIDE,1,2023-02-10,26.182244,92.265377,Synthetic incident record,SYNTHETIC
INC001099,R0148,ROAD_BLOCKAGE,5,2023-08-08,26.160999,92.301554,Synthetic incident record,SYNTHETIC
INC001100,R0149,LANDSLIDE,2,2023-03-23,26.158563,92.338892,Synthetic incident record,SYNTHETIC
INC001101,R0150,FALLEN_TREE,1,2023-11-08,26.162243,92.324084,Synthetic incident record,SYNTHETIC
INC001102,R0151,ROAD_BLOCKAGE,5,2023-03-06,26.178116,92.310075,Synthetic incident record,SYNTHETIC
INC001103,R0152,LANDSLIDE,5,2023-03-04,26.165813,92.342035,Synthetic incident record,SYNTHETIC
INC001104,R0154,ACCIDENT,1,2023-04-15,26.177867,92.344186,Synthetic incident record,SYNTHETIC
INC001105,R0158,FLOOD,3,2023-01-23,24.897388,91.879376,Synthetic incident record,SYNTHETIC
INC001106,R0158,LANDSLIDE,3,2023-05-25,24.88683,91.864581,Synthetic incident record,SYNTHETIC
INC001107,R0161,FLOOD,2,2023-10-15,24.864511,92.575921,Synthetic incident record,SYNTHETIC
INC001108,R0162,LANDSLIDE,4,2023-04-28,24.8802,92.576704,Synthetic incident record,SYNTHETIC
INC001109,R0164,FALLEN_TREE,5,2023-08-10,26.190942,91.75881,Synthetic incident record,SYNTHETIC
INC001110,R0165,ACCIDENT,2,2023-03-07,26.193555,91.749532,Synthetic incident record,SYNTHETIC
INC001111,R0166,ROAD_BLOCKAGE,3,2023-11-02,25.826043,92.086988,Synthetic incident record,SYNTHETIC
INC001112,R0168,ACCIDENT,2,2023-11-04,24.965718,91.8772,Synthetic incident record,SYNTHETIC
INC001113,R0169,LANDSLIDE,2,2023-03-22,25.544341,91.817663,Synthetic incident record,SYNTHETIC
INC001114,R0169,FLOOD,5,2023-09-30,25.530516,91.823904,Synthetic incident record,SYNTHETIC
INC001115,R0170,ROAD_BLOCKAGE,3,2023-07-24,25.25063,91.580024,Synthetic incident record,SYNTHETIC
INC001116,R0175,ACCIDENT,4,2023-04-05,26.179804,91.749693,Synthetic incident record,SYNTHETIC
INC001117,R0176,FALLEN_TREE,2,2023-10-08,26.179707,91.685605,Synthetic incident record,SYNTHETIC
INC001118,R0178,ACCIDENT,2,2023-02-20,26.155094,91.709224,Synthetic incident record,SYNTHETIC
INC001119,R0180,FLOOD,2,2023-11-22,26.115752,91.798022,Synthetic incident record,SYNTHETIC
INC001120,R0180,FLOOD,1,2023-03-19,26.119941,91.795238,Synthetic incident record,SYNTHETIC
INC001121,R0180,ROAD_BLOCKAGE,5,2023-02-16,26.125897,91.790441,Synthetic incident record,SYNTHETIC
INC001122,R0180,LANDSLIDE,3,2023-12-03,26.118877,91.80493,Synthetic incident record,SYNTHETIC
INC001123,R0182,FLOOD,4,2023-07-26,25.559504,91.916423,Synthetic incident record,SYNTHETIC
INC001124,R0182,ROAD_BLOCKAGE,3,2023-03-19,25.558023,91.912892,Synthetic incident record,SYNTHETIC
INC001125,R0182,ROAD_BLOCKAGE,4,2023-01-07,25.562516,91.914831,Synthetic incident record,SYNTHETIC
INC001126,R0184,LANDSLIDE,5,2023-10-21,26.184109,91.776982,Synthetic incident record,SYNTHETIC
INC001127,R0185,FLOOD,4,2023-07-21,26.130281,91.793211,Synthetic incident record,SYNTHETIC
INC001128,R0189,FALLEN_TREE,2,2023-01-25,26.148676,91.702775,Synthetic incident record,SYNTHETIC
INC001129,R0191,LANDSLIDE,4,2023-04-21,26.15858,91.705331,Synthetic incident record,SYNTHETIC
INC001130,R0193,FLOOD,3,2023-04-11,26.147504,91.699013,Synthetic incident record,SYNTHETIC
INC001131,R0194,LANDSLIDE,5,2023-11-11,26.168705,91.699012,Synthetic incident record,SYNTHETIC
INC001132,R0195,ACCIDENT,3,2023-10-04,26.12955,91.669074,Synthetic incident record,SYNTHETIC
INC001133,R0196,LANDSLIDE,3,2023-11-14,26.156391,91.678375,Synthetic incident record,SYNTHETIC
INC001134,R0199,FLOOD,4,2023-08-17,26.194875,91.748915,Synthetic incident record,SYNTHETIC
INC001135,R0200,LANDSLIDE,3,2023-03-16,26.194492,91.762991,Synthetic incident record,SYNTHETIC
INC001136,R0200,FLOOD,3,2023-03-03,26.195769,91.757785,Synthetic incident record,SYNTHETIC
INC001137,R0200,ACCIDENT,3,2023-06-22,26.192571,91.75039,Synthetic incident record,SYNTHETIC
INC001138,R0201,LANDSLIDE,2,2023-08-13,26.19311,91.750829,Synthetic incident record,SYNTHETIC
INC001139,R0202,ACCIDENT,5,2023-11-16,26.112171,91.788801,Synthetic incident record,SYNTHETIC
INC001140,R0204,FALLEN_TREE,2,2023-06-10,26.147355,91.788095,Synthetic incident record,SYNTHETIC
INC001141,R0204,ACCIDENT,1,2023-06-21,26.144005,91.792702,Synthetic incident record,SYNTHETIC
INC001142,R0211,ACCIDENT,4,2023-04-04,25.550906,91.914957,Synthetic incident record,SYNTHETIC
INC001143,R0211,FLOOD,4,2023-11-30,25.567431,91.917761,Synthetic incident record,SYNTHETIC
INC001144,R0215,ROAD_BLOCKAGE,1,2023-11-16,25.562124,91.88274,Synthetic incident record,SYNTHETIC
INC001145,R0217,FALLEN_TREE,3,2023-11-12,25.585439,91.866333,Synthetic incident record,SYNTHETIC
INC001146,R0219,LANDSLIDE,2,2023-03-03,26.173657,91.575983,Synthetic incident record,SYNTHETIC
INC001147,R0220,LANDSLIDE,1,2023-05-05,26.120423,91.687881,Synthetic incident record,SYNTHETIC
INC001148,R0220,FALLEN_TREE,3,2023-05-25,26.132386,91.680607,Synthetic incident record,SYNTHETIC
INC001149,R0222,FLOOD,4,2023-07-17,26.109303,91.600775,Synthetic incident record,SYNTHETIC
INC001150,R0222,ROAD_BLOCKAGE,4,2023-01-15,26.108079,91.59813,Synthetic incident record,SYNTHETIC
INC001151,R0224,LANDSLIDE,4,2023-04-07,25.587034,91.891926,Synthetic incident record,SYNTHETIC
INC001152,R0225,LANDSLIDE,5,2023-11-18,25.591917,91.884576,Synthetic incident record,SYNTHETIC
INC001153,R0228,FALLEN_TREE,5,2023-12-31,25.533363,91.892163,Synthetic incident record,SYNTHETIC
INC001154,R0228,FLOOD,3,2023-06-06,25.535398,91.898663,Synthetic incident record,SYNTHETIC
INC001155,R0228,FLOOD,3,2023-04-05,25.542782,91.895528,Synthetic incident record,SYNTHETIC
INC001156,R0229,FLOOD,3,2023-03-10,25.575091,91.889653,Synthetic incident record,SYNTHETIC
INC001157,R0229,LANDSLIDE,1,2023-08-06,25.570279,91.880589,Synthetic incident record,SYNTHETIC
INC001158,R0231,ACCIDENT,5,2023-06-20,25.584619,91.876784,Synthetic incident record,SYNTHETIC
INC001159,R0231,ACCIDENT,2,2023-10-20,25.580121,91.868532,Synthetic incident record,SYNTHETIC
INC001160,R0231,ROAD_BLOCKAGE,1,2023-02-20,25.580705,91.884168,Synthetic incident record,SYNTHETIC
INC001161,R0232,LANDSLIDE,1,2023-04-11,25.569293,91.870125,Synthetic incident record,SYNTHETIC
INC001162,R0234,LANDSLIDE,5,2023-02-24,24.880966,92.210048,Synthetic incident record,SYNTHETIC
INC001163,R0236,ACCIDENT,1,2023-11-09,25.561654,91.864952,Synthetic incident record,SYNTHETIC
INC001164,R0237,ROAD_BLOCKAGE,2,2023-03-16,25.579961,91.868249,Synthetic incident record,SYNTHETIC
INC001165,R0240,LANDSLIDE,4,2023-12-30,24.887096,91.872337,Synthetic incident record,SYNTHETIC
INC001166,R0240,FALLEN_TREE,3,2023-07-17,24.869519,91.873602,Synthetic incident record,SYNTHETIC
INC001167,R0241,LANDSLIDE,4,2023-06-05,24.889345,91.897651,Synthetic incident record,SYNTHETIC
INC001168,R0244,LANDSLIDE,1,2023-04-28,24.963696,91.862572,Synthetic incident record,SYNTHETIC
INC001169,R0245,ROAD_BLOCKAGE,5,2023-05-21,24.914156,91.948081,Synthetic incident record,SYNTHETIC
INC001170,R0249,FLOOD,2,2023-01-18,26.18613,91.756999,Synthetic incident record,SYNTHETIC
INC001171,R0249,ACCIDENT,1,2023-04-23,26.188265,91.75391,Synthetic incident record,SYNTHETIC
INC001172,R0250,FLOOD,3,2023-02-24,26.19923,91.747183,Synthetic incident record,SYNTHETIC
INC001173,R0251,ACCIDENT,2,2023-06-11,26.187905,91.742085,Synthetic incident record,SYNTHETIC
INC001174,R0253,ROAD_BLOCKAGE,5,2023-01-08,24.886099,92.761228,Synthetic incident record,SYNTHETIC
INC001175,R0253,ROAD_BLOCKAGE,3,2023-11-24,24.887639,92.772787,Synthetic incident record,SYNTHETIC
INC001176,R0253,ROAD_BLOCKAGE,3,2023-04-07,24.896692,92.771205,Synthetic incident record,SYNTHETIC
INC001177,R0253,FLOOD,2,2023-06-14,24.888379,92.764917,Synthetic incident record,SYNTHETIC
INC001178,R0259,LANDSLIDE,5,2023-02-05,26.183197,91.742968,Synthetic incident record,SYNTHETIC
INC001179,R0260,ACCIDENT,4,2023-01-11,26.16385,91.744718,Synthetic incident record,SYNTHETIC
INC001180,R0263,ACCIDENT,3,2023-09-13,25.971261,91.548012,Synthetic incident record,SYNTHETIC
INC001181,R0264,ROAD_BLOCKAGE,1,2023-12-08,26.142841,91.62037,Synthetic incident record,SYNTHETIC
INC001182,R0265,FLOOD,5,2023-04-25,25.541062,91.899051,Synthetic incident record,SYNTHETIC
INC001183,R0269,FLOOD,5,2023-10-05,25.098275,92.120626,Synthetic incident record,SYNTHETIC
INC001184,R0271,FALLEN_TREE,2,2023-08-03,25.142708,92.126373,Synthetic incident record,SYNTHETIC
INC001185,R0272,LANDSLIDE,2,2023-02-10,25.134526,92.121005,Synthetic incident record,SYNTHETIC
INC001186,R0273,ROAD_BLOCKAGE,1,2023-03-28,25.118373,92.109059,Synthetic incident record,SYNTHETIC
INC001187,R0275,LANDSLIDE,5,2023-08-07,25.179192,92.057861,Synthetic incident record,SYNTHETIC
INC001188,R0277,FLOOD,2,2023-06-22,25.095706,91.980967,Synthetic incident record,SYNTHETIC
INC001189,R0278,ACCIDENT,3,2023-11-06,25.129952,92.108029,Synthetic incident record,SYNTHETIC
INC001190,R0279,ACCIDENT,1,2023-01-29,25.08989,92.113667,Synthetic incident record,SYNTHETIC
INC001191,R0280,FALLEN_TREE,1,2023-10-22,24.991706,92.051227,Synthetic incident record,SYNTHETIC
INC001192,R0280,ROAD_BLOCKAGE,4,2023-09-07,24.980122,92.037486,Synthetic incident record,SYNTHETIC
INC001193,R0283,FLOOD,5,2023-12-31,25.145376,92.11099,Synthetic incident record,SYNTHETIC
INC001194,R0286,FLOOD,1,2023-01-17,25.175273,92.059521,Synthetic incident record,SYNTHETIC
INC001195,R0288,ROAD_BLOCKAGE,2,2023-05-11,24.99382,92.038296,Synthetic incident record,SYNTHETIC
INC001196,R0288,ROAD_BLOCKAGE,1,2023-01-12,24.999484,92.040081,Synthetic incident record,SYNTHETIC
INC001197,R0291,ROAD_BLOCKAGE,5,2023-02-26,25.064389,92.103382,Synthetic incident record,SYNTHETIC
INC001198,R0295,ACCIDENT,3,2023-07-17,24.91201,92.715587,Synthetic incident record,SYNTHETIC
INC001199,R0296,LANDSLIDE,2,2023-12-31,24.832583,92.78347,Synthetic incident record,SYNTHETIC
INC001200,R0297,FALLEN_TREE,1,2023-03-27,24.907944,92.702258,Synthetic incident record,SYNTHETIC
INC001201,R0297,FALLEN_TREE,2,2023-06-25,24.891939,92.710014,Synthetic incident record,SYNTHETIC
INC001202,R0297,FLOOD,3,2023-08-11,24.906875,92.71847,Synthetic incident record,SYNTHETIC
INC001203,R0297,ROAD_BLOCKAGE,4,2023-04-13,24.890374,92.713504,Synthetic incident record,SYNTHETIC
INC001204,R0298,FLOOD,4,2023-10-28,24.928151,92.642791,Synthetic incident record,SYNTHETIC
INC001205,R0298,FALLEN_TREE,1,2023-02-08,24.932918,92.639655,Synthetic incident record,SYNTHETIC
INC001206,R0298,ACCIDENT,2,2023-07-29,24.937015,92.637402,Synthetic incident record,SYNTHETIC
INC001207,R0301,FALLEN_TREE,2,2023-02-03,24.831935,92.392941,Synthetic incident record,SYNTHETIC
INC001208,R0302,ACCIDENT,5,2023-04-06,24.842054,92.376149,Synthetic incident record,SYNTHETIC
INC001209,R0303,ACCIDENT,1,2023-11-14,24.843045,92.397823,Synthetic incident record,SYNTHETIC
INC001210,R0304,LANDSLIDE,3,2023-12-25,24.840149,92.840293,Synthetic incident record,SYNTHETIC
INC001211,R0306,FALLEN_TREE,1,2023-06-07,24.871395,92.372821,Synthetic incident record,SYNTHETIC
INC001212,R0307,LANDSLIDE,1,2023-07-12,24.852388,92.334638,Synthetic incident record,SYNTHETIC
INC001213,R0308,FALLEN_TREE,3,2023-05-20,24.873267,92.377813,Synthetic incident record,SYNTHETIC
INC001214,R0309,ROAD_BLOCKAGE,5,2023-07-17,24.879593,92.373602,Synthetic incident record,SYNTHETIC
INC001215,R0309,ROAD_BLOCKAGE,4,2023-08-14,24.863287,92.375742,Synthetic incident record,SYNTHETIC
INC001216,R0309,FALLEN_TREE,2,2023-12-15,24.87294,92.368073,Synthetic incident record,SYNTHETIC
INC001217,R0311,ROAD_BLOCKAGE,5,2023-11-09,24.865709,92.35502,Synthetic incident record,SYNTHETIC
INC001218,R0313,ACCIDENT,2,2023-02-16,24.83924,92.355386,Synthetic incident record,SYNTHETIC
INC001219,R0316,ROAD_BLOCKAGE,3,2023-06-27,24.829716,92.624469,Synthetic incident record,SYNTHETIC
INC001220,R0316,LANDSLIDE,4,2023-09-26,24.824368,92.615282,Synthetic incident record,SYNTHETIC
INC001221,R0317,ROAD_BLOCKAGE,3,2023-12-23,24.820967,92.800284,Synthetic incident record,SYNTHETIC
INC001222,R0318,ACCIDENT,2,2023-01-29,24.816444,92.804971,Synthetic incident record,SYNTHETIC
INC001223,R0321,ACCIDENT,3,2023-01-25,24.804034,92.793876,Synthetic incident record,SYNTHETIC
INC001224,R0323,FALLEN_TREE,5,2023-02-06,24.815817,92.546732,Synthetic incident record,SYNTHETIC
INC001225,R0325,ROAD_BLOCKAGE,2,2023-02-09,24.824044,92.789387,Synthetic incident record,SYNTHETIC
INC001226,R0327,FALLEN_TREE,1,2023-02-09,24.813508,92.649449,Synthetic incident record,SYNTHETIC
INC001227,R0328,LANDSLIDE,3,2023-08-04,25.854633,92.888217,Synthetic incident record,SYNTHETIC
INC001228,R0330,FALLEN_TREE,2,2023-06-18,26.114022,91.793086,Synthetic incident record,SYNTHETIC
INC001229,R0331,FALLEN_TREE,3,2023-07-10,26.204801,92.367429,Synthetic incident record,SYNTHETIC
INC001230,R0333,FLOOD,3,2023-09-06,26.10184,91.772103,Synthetic incident record,SYNTHETIC
INC001231,R0334,FLOOD,5,2023-06-07,26.119846,91.783033,Synthetic incident record,SYNTHETIC
INC001232,R0334,ROAD_BLOCKAGE,1,2023-01-12,26.101799,91.788751,Synthetic incident record,SYNTHETIC
INC001233,R0334,ACCIDENT,5,2023-08-21,26.114308,91.788206,Synthetic incident record,SYNTHETIC
INC001234,R0334,FLOOD,1,2023-06-12,26.10424,91.788677,Synthetic incident record,SYNTHETIC
INC001235,R0335,FALLEN_TREE,5,2023-11-15,26.113367,91.713142,Synthetic incident record,SYNTHETIC
INC001236,R0336,ACCIDENT,3,2023-07-15,26.104919,91.797149,Synthetic incident record,SYNTHETIC
INC001237,R0337,LANDSLIDE,2,2023-01-17,26.116955,91.795438,Synthetic incident record,SYNTHETIC
INC001238,R0338,FALLEN_TREE,4,2023-07-29,26.13173,91.692277,Synthetic incident record,SYNTHETIC
INC001239,R0339,FALLEN_TREE,3,2023-09-08,26.108345,91.719927,Synthetic incident record,SYNTHETIC
INC001240,R0341,FLOOD,2,2023-03-20,26.135658,91.670267,Synthetic incident record,SYNTHETIC
INC001241,R0342,FALLEN_TREE,1,2023-08-14,26.121667,91.789813,Synthetic incident record,SYNTHETIC
INC001242,R0347,ACCIDENT,3,2023-03-16,26.035875,91.859165,Synthetic incident record,SYNTHETIC
INC001243,R0347,ACCIDENT,5,2023-01-27,26.048821,91.876782,Synthetic incident record,SYNTHETIC
INC001244,R0347,ACCIDENT,3,2023-01-21,26.04965,91.874664,Synthetic incident record,SYNTHETIC
INC001245,R0347,FLOOD,5,2023-09-14,26.037875,91.872005,Synthetic incident record,SYNTHETIC
INC001246,R0349,ACCIDENT,3,2023-10-08,26.077754,91.430741,Synthetic incident record,SYNTHETIC
INC001247,R0350,FALLEN_TREE,3,2023-03-01,26.066997,91.438318,Synthetic incident record,SYNTHETIC
INC001248,R0351,FALLEN_TREE,4,2023-07-18,26.083347,91.462302,Synthetic incident record,SYNTHETIC
INC001249,R0352,LANDSLIDE,4,2023-02-15,26.047586,91.37851,Synthetic incident record,SYNTHETIC
INC001250,R0353,ACCIDENT,5,2023-08-16,26.077705,91.457235,Synthetic incident record,SYNTHETIC
