edge_id,from_node_id,to_node_id,road_id,distance_m,status
58,N001054,N001053,R0029,3782.4837967792287,OPEN
59,N001055,N001056,R0030,603.1830441661117,OPEN
60,N001056,N001055,R0030,603.1830441661117,OPEN
61,N001057,N001058,R0031,467.9617709423933,OPEN
62,N001058,N001057,R0031,467.9617709423933,OPEN
63,N001059,N001057,R0032,70.0511396798921,OPEN
64,N001057,N001059,R0032,70.0511396798921,OPEN
65,N001060,N001059,R0033,897.6420458165068,OPEN
66,N001059,N001060,R0033,897.6420458165068,OPEN
67,N001061,N001062,R0034,805.0725944806042,OPEN
68,N001062,N001061,R0034,805.0725944806042,OPEN
69,N001063,N001064,R0035,7281.523597943245,OPEN
70,N001064,N001063,R0035,7281.523597943245,OPEN
71,N001065,N001066,R0036,909.1603294224132,OPEN
72,N001066,N001065,R0036,909.1603294224132,OPEN
73,N001060,N001067,R0037,2332.095070751475,OPEN
74,N001067,N001060,R0037,2332.095070751475,OPEN
75,N001068,N001069,R0038,217.5071952704205,OPEN
76,N001069,N001068,R0038,217.5071952704205,OPEN
77,N001070,N001068,R0039,1513.2664047786927,OPEN
78,N001068,N001070,R0039,1513.2664047786927,OPEN
79,N001071,N001072,R0040,1491.0720445464158,OPEN
80,N001072,N001071,R0040,1491.0720445464158,OPEN
81,N001073,N001074,R0041,483.5887077597539,OPEN
82,N001074,N001073,R0041,483.5887077597539,OPEN
83,N001075,N001076,R0042,1304.3751411868275,OPEN
84,N001076,N001075,R0042,1304.3751411868275,OPEN
85,N001077,N001078,R0043,37.0281035344015,OPEN
86,N001078,N001077,R0043,37.0281035344015,OPEN
87,N001079,N001080,R0044,292.7108355729901,OPEN
88,N001080,N001079,R0044,292.7108355729901,OPEN
89,N001081,N001082,R0045,700.4074162837127,OPEN
90,N001082,N001081,R0045,700.4074162837127,OPEN
91,N001083,N001083,R0046,177.102563009667,OPEN
92,N001083,N001083,R0046,177.102563009667,OPEN
93,N001084,N001079,R0047,336.7768902296985,OPEN
94,N001079,N001084,R0047,336.7768902296985,OPEN
95,N001085,N001086,R0048,623.3907228976873,OPEN
96,N001086,N001085,R0048,623.3907228976873,OPEN
97,N001087,N001088,R0049,1998.551476530371,OPEN
98,N001088,N001087,R0049,1998.551476530371,OPEN
99,N001089,N001090,R0050,20.6220301331843,OPEN
100,N001090,N001089,R0050,20.6220301331843,OPEN
101,N001091,N001088,R0051,329.82309003205,OPEN
102,N001088,N001091,R0051,329.82309003205,OPEN
103,N001090,N001092,R0052,37.0794099424086,OPEN
104,N001092,N001090,R0052,37.0794099424086,OPEN
105,N001093,N001094,R0053,1040.5263937280629,OPEN
106,N001094,N001093,R0053,1040.5263937280629,OPEN
107,N001095,N001096,R0054,2113.1482235243197,OPEN
108,N001096,N001095,R0054,2113.1482235243197,OPEN
109,N001097,N001098,R0055,590.867520362238,OPEN
110,N001098,N001097,R0055,590.867520362238,OPEN
111,N001099,N001097,R0056,60.2818298122953,OPEN
112,N001097,N001099,R0056,60.2818298122953,OPEN
113,N001100,N001101,R0057,163.9878639353502,OPEN
114,N001101,N001100,R0057,163.9878639353502,OPEN
115,N001102,N001103,R0058,653.7186758737814,OPEN
116,N001103,N001102,R0058,653.7186758737814,OPEN
117,N001104,N001105,R0059,53.530663884236304,OPEN
118,N001105,N001104,R0059,53.530663884236304,OPEN
119,N001106,N001107,R0060,4971.6162652546855,OPEN
120,N001107,N001106,R0060,4971.6162652546855,OPEN
121,N001108,N001109,R0061,129.779498492562,OPEN
122,N001109,N001108,R0061,129.779498492562,OPEN
123,N001110,N001111,R0062,1612.8363833501962,OPEN
124,N001111,N001110,R0062,1612.8363833501962,OPEN
125,N001112,N001113,R0063,658.8163863671173,OPEN
126,N001113,N001112,R0063,658.8163863671173,OPEN
127,N001114,N001115,R0064,1586.1245392206797,OPEN
128,N001115,N001114,R0064,1586.1245392206797,OPEN
129,N001116,N001117,R0065,21625.126610501506,OPEN
130,N001117,N001116,R0065,21625.126610501506,OPEN
131,N001116,N001117,R0066,21625.126610501506,OPEN
132,N001117,N001116,R0066,21625.126610501506,OPEN
133,N001118,N001119,R0067,5386.424612873942,OPEN
134,N001119,N001118,R0067,5386.424612873942,OPEN
135,N001120,N001121,R0068,3067.393263826337,OPEN
136,N001121,N001120,R0068,3067.393263826337,OPEN
137,N001122,N001123,R0069,798.1064613625898,OPEN
138,N001123,N001122,R0069,798.1064613625898,OPEN
139,N001124,N001125,R0070,734.0264937039188,OPEN
140,N001125,N001124,R0070,734.0264937039188,OPEN
141,N001126,N001127,R0071,36.462012832593004,OPEN
142,N001127,N001126,R0071,36.462012832593004,OPEN
143,N001128,N001129,R0072,54.5599880111379,OPEN
144,N001129,N001128,R0072,54.5599880111379,OPEN
145,N001127,N001130,R0073,697.042291569491,OPEN
146,N001130,N001127,R0073,697.042291569491,OPEN
147,N001131,N001132,R0074,5504.861489847965,OPEN
148,N001132,N001131,R0074,5504.861489847965,OPEN
149,N001133,N001134,R0075,2771.436470234943,OPEN
150,N001134,N001133,R0075,2771.436470234943,OPEN
151,N001135,N001136,R0076,7631.1252056183985,OPEN
152,N001136,N001135,R0076,7631.1252056183985,OPEN
153,N001137,N001138,R0077,3353.2272686368447,OPEN
154,N001138,N001137,R0077,3353.2272686368447,OPEN
155,N001139,N001140,R0078,20996.768148261082,OPEN
156,N001140,N001139,R0078,20996.768148261082,OPEN
157,N001141,N001142,R0079,8131.224388043124,OPEN
158,N001142,N001141,R0079,8131.224388043124,OPEN
159,N001142,N001143,R0080,4869.357394354077,OPEN
160,N001143,N001142,R0080,4869.357394354077,OPEN
161,N001143,N001144,R0081,5133.403177273686,OPEN
162,N001144,N001143,R0081,5133.403177273686,OPEN
163,N001145,N001146,R0082,5072.858023114329,OPEN
164,N001146,N001145,R0082,5072.858023114329,OPEN
165,N001147,N001148,R0083,12647.878645650344,OPEN
166,N001148,N001147,R0083,12647.878645650344,OPEN
167,N001147,N001148,R0084,12647.878645650344,OPEN
168,N001148,N001147,R0084,12647.878645650344,OPEN
169,N001149,N001150,R0085,4790.209454566069,OPEN
170,N001150,N001149,R0085,4790.209454566069,OPEN
171,N001151,N001152,R0086,7082.294640871451,OPEN
172,N001152,N001151,R0086,7082.294640871451,OPEN
173,N001153,N001154,R0087,7180.662540325447,OPEN
174,N001154,N001153,R0087,7180.662540325447,OPEN
175,N001155,N001156,R0088,300.97624696934884,OPEN
176,N001156,N001155,R0088,300.97624696934884,OPEN
177,N001157,N001155,R0089,353.0041724396703,OPEN
178,N001155,N001157,R0089,353.0041724396703,OPEN
179,N001158,N001159,R0090,736.9607795882523,OPEN
180,N001159,N001158,R0090,736.9607795882523,OPEN
181,N001160,N001161,R0091,415.8458445639333,OPEN
182,N001161,N001160,R0091,415.8458445639333,OPEN
183,N001162,N001163,R0092,642.7118809002208,OPEN
184,N001163,N001162,R0092,642.7118809002208,OPEN
185,N001146,N001164,R0093,4022.8366805788555,OPEN
186,N001164,N001146,R0093,4022.8366805788555,OPEN
187,N001165,N001166,R0094,1035.4574205763033,OPEN
188,N001166,N001165,R0094,1035.4574205763033,OPEN
189,N001167,N001168,R0095,3979.1732156823655,OPEN
190,N001168,N001167,R0095,3979.1732156823655,OPEN
191,N001169,N001170,R0096,109.746568694196,OPEN
192,N001170,N001169,R0096,109.746568694196,OPEN
193,N001171,N001172,R0097,3660.6331351944264,OPEN
194,N001172,N001171,R0097,3660.6331351944264,OPEN
195,N001173,N001174,R0098,4013.2551025898333,OPEN
196,N001174,N001173,R0098,4013.2551025898333,OPEN
197,N001175,N001176,R0099,2112.299570620699,OPEN
198,N001176,N001175,R0099,2112.299570620699,OPEN
199,N001177,N001178,R0100,3047.3496007974645,OPEN
200,N001178,N001177,R0100,3047.3496007974645,OPEN
201,N001179,N001180,R0101,1567.3484386247665,OPEN
202,N001180,N001179,R0101,1567.3484386247665,OPEN
203,N001181,N001182,R0102,304.5279837245658,OPEN
204,N001182,N001181,R0102,304.5279837245658,OPEN
205,N001183,N001184,R0103,65.86643709233279,OPEN
206,N001184,N001183,R0103,65.86643709233279,OPEN
207,N001185,N001186,R0104,3759.2604325002717,OPEN
208,N001186,N001185,R0104,3759.2604325002717,OPEN
209,N001187,N001188,R0105,32.839119403857396,OPEN
210,N001188,N001187,R0105,32.839119403857396,OPEN
211,N001189,N001190,R0106,323.4181684577932,OPEN
212,N001190,N001189,R0106,323.4181684577932,OPEN
213,N001191,N001192,R0107,525.948718834396,OPEN
214,N001192,N001191,R0107,525.948718834396,OPEN
215,N001193,N001194,R0108,719.7441318671155,OPEN
216,N001194,N001193,R0108,719.7441318671155,OPEN
217,N001195,N001191,R0109,6025.380178068704,OPEN
218,N001191,N001195,R0109,6025.380178068704,OPEN
219,N001195,N001191,R0110,6025.380178068704,OPEN
220,N001191,N001195,R0110,6025.380178068704,OPEN
221,N001196,N001197,R0111,360.042258834726,OPEN
222,N001197,N001196,R0111,360.042258834726,OPEN
223,N001198,N001199,R0112,617.4543103916017,OPEN
224,N001199,N001198,R0112,617.4543103916017,OPEN
225,N001200,N001189,R0113,439.7075919225452,OPEN
226,N001189,N001200,R0113,439.7075919225452,OPEN
227,N001107,N001201,R0114,713.675503464392,OPEN
228,N001201,N001107,R0114,713.675503464392,OPEN
229,N001202,N001203,R0115,133.9884232048402,OPEN
230,N001203,N001202,R0115,133.9884232048402,OPEN
231,N001204,N001205,R0116,379.65126726464285,OPEN
232,N001205,N001204,R0116,379.65126726464285,OPEN
233,N001206,N001207,R0117,407.7399165694105,OPEN
234,N001207,N001206,R0117,407.7399165694105,OPEN
235,N001208,N001209,R0118,594.5270653140291,OPEN
236,N001209,N001208,R0118,594.5270653140291,OPEN
237,N001210,N001211,R0119,245.2549781796854,OPEN
238,N001211,N001210,R0119,245.2549781796854,OPEN
239,N001212,N001213,R0120,441.86463211932306,OPEN
240,N001213,N001212,R0120,441.86463211932306,OPEN
241,N001214,N001215,R0121,967.4470009847438,OPEN
242,N001215,N001214,R0121,967.4470009847438,OPEN
243,N001191,N001216,R0122,1118.2083787479894,OPEN
244,N001216,N001191,R0122,1118.2083787479894,OPEN
245,N001217,N001218,R0123,1637.5468126102026,OPEN
246,N001218,N001217,R0123,1637.5468126102026,OPEN
247,N001219,N001220,R0124,434.0166851685201,OPEN
248,N001220,N001219,R0124,434.0166851685201,OPEN
249,N001221,N001222,R0125,511.1984762277364,OPEN
250,N001222,N001221,R0125,511.1984762277364,OPEN
251,N001223,N001224,R0126,302.5721756448617,OPEN
252,N001224,N001223,R0126,302.5721756448617,OPEN
253,N001225,N001106,R0127,23.4777336907185,OPEN
254,N001106,N001225,R0127,23.4777336907185,OPEN
255,N001226,N001227,R0128,13.391427797118801,OPEN
256,N001227,N001226,R0128,13.391427797118801,OPEN
257,N001228,N001229,R0129,3168.8485490490534,OPEN
258,N001229,N001228,R0129,3168.8485490490534,OPEN
259,N001230,N001231,R0130,647.3160045251046,OPEN
260,N001231,N001230,R0130,647.3160045251046,OPEN
261,N001231,N001232,R0131,670.6135963404706,OPEN
262,N001232,N001231,R0131,670.6135963404706,OPEN
263,N001232,N001233,R0132,27.246086551188398,OPEN
264,N001233,N001232,R0132,27.246086551188398,OPEN
265,N001234,N001235,R0133,3314.047812559431,OPEN
266,N001235,N001234,R0133,3314.047812559431,OPEN
267,N001236,N001234,R0134,2046.2800176420046,OPEN
268,N001234,N001236,R0134,2046.2800176420046,OPEN
269,N001233,N001237,R0135,2090.733647318662,OPEN
270,N001237,N001233,R0135,2090.733647318662,OPEN
271,N001120,N001238,R0136,2578.4348667442055,OPEN
272,N001238,N001120,R0136,2578.4348667442055,OPEN
273,N001238,N001239,R0137,1520.163487504566,OPEN
274,N001239,N001238,R0137,1520.163487504566,OPEN
275,N001239,N001240,R0138,1867.8647637470824,OPEN
276,N001240,N001239,R0138,1867.8647637470824,OPEN
277,N001240,N001241,R0139,2203.2554913865265,OPEN
278,N001241,N001240,R0139,2203.2554913865265,OPEN
279,N001241,N001242,R0140,704.726728292607,OPEN
280,N001242,N001241,R0140,704.726728292607,OPEN
281,N001243,N001244,R0141,158.9672624655015,OPEN
282,N001244,N001243,R0141,158.9672624655015,OPEN
283,N001245,N001246,R0142,1951.7626443916627,OPEN
284,N001246,N001245,R0142,1951.7626443916627,OPEN
285,N001246,N001247,R0143,1987.8632308094168,OPEN
286,N001247,N001246,R0143,1987.8632308094168,OPEN
287,N001248,N001249,R0144,8199.712491647533,OPEN
288,N001249,N001248,R0144,8199.712491647533,OPEN
289,N001250,N001251,R0145,3801.0649001984393,OPEN
290,N001251,N001250,R0145,3801.0649001984393,OPEN
291,N001251,N001252,R0146,2628.4804168874657,OPEN
292,N001252,N001251,R0146,2628.4804168874657,OPEN
293,N001253,N001254,R0147,2177.6270694782697,OPEN
294,N001254,N001253,R0147,2177.6270694782697,OPEN
295,N001255,N001256,R0148,2151.2052232123715,OPEN
296,N001256,N001255,R0148,2151.2052232123715,OPEN
297,N001257,N001258,R0149,2224.2161121594345,OPEN
298,N001258,N001257,R0149,2224.2161121594345,OPEN
299,N001256,N001257,R0150,1631.4560564967105,OPEN
300,N001257,N001256,R0150,1631.4560564967105,OPEN
301,N001251,N001255,R0151,1761.4181558879327,OPEN
302,N001255,N001251,R0151,1761.4181558879327,OPEN
303,N001259,N001257,R0152,924.3044667868392,OPEN
304,N001257,N001259,R0152,924.3044667868392,OPEN
305,N001260,N001259,R0153,2994.451849957222,OPEN
306,N001259,N001260,R0153,2994.451849957222,OPEN
307,N001261,N001260,R0154,977.438544049238,OPEN
308,N001260,N001261,R0154,977.438544049238,OPEN
309,N001252,N001262,R0155,3386.334931001801,OPEN
310,N001262,N001252,R0155,3386.334931001801,OPEN
311,N001263,N001264,R0156,551.0715384594135,OPEN
312,N001264,N001263,R0156,551.0715384594135,OPEN
313,N001265,N001266,R0157,332.0552870508523,OPEN
314,N001266,N001265,R0157,332.0552870508523,OPEN
315,N001267,N001268,R0158,610.5723974993662,OPEN
316,N001268,N001267,R0158,610.5723974993662,OPEN
317,N001269,N001009,R0159,498.0936354538763,OPEN
318,N001009,N001269,R0159,498.0936354538763,OPEN
319,N001270,N001271,R0160,1116.272122058674,OPEN
320,N001271,N001270,R0160,1116.272122058674,OPEN
321,N001272,N001273,R0161,10460.210525641935,OPEN
322,N001273,N001272,R0161,10460.210525641935,OPEN
323,N001272,N001273,R0162,10460.210525641935,OPEN
324,N001273,N001272,R0162,10460.210525641935,OPEN
325,N001274,N001275,R0163,146.0099214991263,OPEN
326,N001275,N001274,R0163,146.0099214991263,OPEN
327,N001276,N001185,R0164,921.1995460776272,OPEN
328,N001185,N001276,R0164,921.1995460776272,OPEN
329,N001277,N001278,R0165,1938.460147420622,OPEN
330,N001278,N001277,R0165,1938.460147420622,OPEN
331,N001279,N001280,R0166,5711.547987042128,OPEN
332,N001280,N001279,R0166,5711.547987042128,OPEN
333,N001279,N001280,R0167,5711.547987042128,OPEN
334,N001280,N001279,R0167,5711.547987042128,OPEN
335,N001281,N001282,R0168,2087.203644635407,OPEN
336,N001282,N001281,R0168,2087.203644635407,OPEN
337,N001283,N001284,R0169,2414.6170437724213,OPEN
338,N001284,N001283,R0169,2414.6170437724213,OPEN
339,N001285,N001286,R0170,6017.12500380621,OPEN
340,N001286,N001285,R0170,6017.12500380621,OPEN
341,N001287,N001288,R0171,258.5336892649262,OPEN
342,N001288,N001287,R0171,258.5336892649262,OPEN
343,N001289,N001290,R0172,561.218752537417,OPEN
344,N001290,N001289,R0172,561.218752537417,OPEN
345,N001291,N001292,R0173,280.1217575351777,OPEN
346,N001292,N001291,R0173,280.1217575351777,OPEN
347,N001293,N001289,R0174,520.3737902358829,OPEN
348,N001289,N001293,R0174,520.3737902358829,OPEN
349,N001203,N001294,R0175,59.2515665859509,OPEN
350,N001294,N001203,R0175,59.2515665859509,OPEN
351,N001295,N001296,R0176,736.4466978180959,OPEN
352,N001296,N001295,R0176,736.4466978180959,OPEN
353,N001297,N001298,R0177,2324.590493511591,OPEN
354,N001298,N001297,R0177,2324.590493511591,OPEN
355,N001297,N001298,R0178,2324.590493511591,OPEN
356,N001298,N001297,R0178,2324.590493511591,OPEN
357,N001299,N001300,R0179,2220.26792212679,OPEN
358,N001300,N001299,R0179,2220.26792212679,OPEN
359,N001101,N001301,R0180,1058.2302360198687,OPEN
360,N001301,N001101,R0180,1058.2302360198687,OPEN
361,N001302,N001303,R0181,1554.839350712451,OPEN
362,N001303,N001302,R0181,1554.839350712451,OPEN
363,N001304,N001305,R0182,1320.0352481828568,OPEN
364,N001305,N001304,R0182,1320.0352481828568,OPEN
365,N001306,N001307,R0183,1971.155804285202,OPEN
366,N001307,N001306,R0183,1971.155804285202,OPEN
367,N001308,N001309,R0184,1248.6768496885043,OPEN
368,N001309,N001308,R0184,1248.6768496885043,OPEN
369,N001310,N001311,R0185,1630.991316856975,OPEN
370,N001311,N001310,R0185,1630.991316856975,OPEN
371,N001312,N001313,R0186,2389.2607533917503,OPEN
372,N001313,N001312,R0186,2389.2607533917503,OPEN
373,N001314,N001315,R0187,8.3070884302996,OPEN
374,N001315,N001314,R0187,8.3070884302996,OPEN
375,N001316,N001317,R0188,1049.5405898552847,OPEN
376,N001317,N001316,R0188,1049.5405898552847,OPEN
377,N001318,N001319,R0189,3272.206512024853,OPEN
378,N001319,N001318,R0189,3272.206512024853,OPEN
379,N001320,N001321,R0190,1433.3163113683108,OPEN
380,N001321,N001320,R0190,1433.3163113683108,OPEN
381,N001322,N001322,R0191,201.7050308505175,OPEN
382,N001322,N001322,R0191,201.7050308505175,OPEN
383,N001323,N001324,R0192,346.114304787565,OPEN
384,N001324,N001323,R0192,346.114304787565,OPEN
385,N001325,N001326,R0193,870.020753117594,OPEN
386,N001326,N001325,R0193,870.020753117594,OPEN
387,N001327,N001328,R0194,946.9832662084729,OPEN
388,N001328,N001327,R0194,946.9832662084729,OPEN
389,N001329,N001330,R0195,1974.2381515093398,OPEN
390,N001330,N001329,R0195,1974.2381515093398,OPEN
391,N001320,N001330,R0196,388.3501461522505,OPEN
392,N001330,N001320,R0196,388.3501461522505,OPEN
393,N001331,N001323,R0197,401.9541036904944,OPEN
394,N001323,N001331,R0197,401.9541036904944,OPEN
395,N001332,N001332,R0198,114.75568870589261,OPEN
396,N001332,N001332,R0198,114.75568870589261,OPEN
397,N001333,N001334,R0199,231.35274599492612,OPEN
398,N001334,N001333,R0199,231.35274599492612,OPEN
399,N001334,N001335,R0200,192.5757495858115,OPEN
400,N001335,N001334,R0200,192.5757495858115,OPEN
401,N001336,N001337,R0201,137.2480075922026,OPEN
402,N001337,N001336,R0201,137.2480075922026,OPEN
403,N001338,N001300,R0202,150.822817930114,OPEN
404,N001300,N001338,R0202,150.822817930114,OPEN
405,N001339,N001340,R0203,266.2850094733172,OPEN
406,N001340,N001339,R0203,266.2850094733172,OPEN
407,N001340,N001341,R0204,20.602612258293103,OPEN
408,N001341,N001340,R0204,20.602612258293103,OPEN
409,N001301,N001342,R0205,19.9790105672791,OPEN
410,N001342,N001301,R0205,19.9790105672791,OPEN
411,N001343,N001344,R0206,983.6776206179936,OPEN
412,N001344,N001343,R0206,983.6776206179936,OPEN
413,N001341,N001345,R0207,385.6853091674318,OPEN
414,N001345,N001341,R0207,385.6853091674318,OPEN
415,N001234,N001346,R0208,1779.0019886759278,OPEN
416,N001346,N001234,R0208,1779.0019886759278,OPEN
417,N001347,N001348,R0209,646.6481988032481,OPEN
418,N001348,N001347,R0209,646.6481988032481,OPEN
419,N001349,N001349,R0210,34.6919315649142,OPEN
420,N001349,N001349,R0210,34.6919315649142,OPEN
421,N001304,N001350,R0211,391.9257643368927,OPEN
422,N001350,N001304,R0211,391.9257643368927,OPEN
423,N001351,N001352,R0212,588.4072913759649,OPEN
424,N001352,N001351,R0212,588.4072913759649,OPEN
425,N001353,N001354,R0213,1044.0865614992597,OPEN
426,N001354,N001353,R0213,1044.0865614992597,OPEN
427,N001355,N001356,R0214,970.801947385474,OPEN
428,N001356,N001355,R0214,970.801947385474,OPEN
429,N001357,N001358,R0215,1056.6886879425028,OPEN
430,N001358,N001357,R0215,1056.6886879425028,OPEN
431,N001359,N001360,R0216,161.7020295056751,OPEN
432,N001360,N001359,R0216,161.7020295056751,OPEN
433,N001361,N001362,R0217,2174.530225423532,OPEN
434,N001362,N001361,R0217,2174.530225423532,OPEN
435,N001363,N001364,R0218,4199.499817849297,OPEN
436,N001364,N001363,R0218,4199.499817849297,OPEN
437,N001365,N001366,R0219,2802.1616565672625,OPEN
438,N001366,N001365,R0219,2802.1616565672625,OPEN
439,N001367,N001319,R0220,1500.4539275398852,OPEN
440,N001319,N001367,R0220,1500.4539275398852,OPEN
441,N001368,N001363,R0221,6940.888813520555,OPEN
442,N001363,N001368,R0221,6940.888813520555,OPEN
443,N001369,N001370,R0222,2391.58948640009,OPEN
444,N001370,N001369,R0222,2391.58948640009,OPEN
445,N001371,N001372,R0223,186.7589527740246,OPEN
446,N001372,N001371,R0223,186.7589527740246,OPEN
447,N001373,N001374,R0224,1267.999969839203,OPEN
448,N001374,N001373,R0224,1267.999969839203,OPEN
449,N001375,N001376,R0225,510.99406616628806,OPEN
450,N001376,N001375,R0225,510.99406616628806,OPEN
451,N001374,N001377,R0226,813.3196909147313,OPEN
452,N001377,N001374,R0226,813.3196909147313,OPEN
453,N001378,N001379,R0227,478.1783209132372,OPEN
454,N001379,N001378,R0227,478.1783209132372,OPEN
455,N001380,N001284,R0228,8194.972721639122,OPEN
456,N001284,N001380,R0228,8194.972721639122,OPEN
457,N001381,N001382,R0229,246.8121783054742,OPEN
458,N001382,N001381,R0229,246.8121783054742,OPEN
459,N001383,N001384,R0230,55.179418535627704,OPEN
460,N001384,N001383,R0230,55.179418535627704,OPEN
461,N001385,N001386,R0231,628.7025417868007,OPEN
462,N001386,N001385,R0231,628.7025417868007,OPEN
463,N001387,N001388,R0232,2307.5671683266955,OPEN
464,N001388,N001387,R0232,2307.5671683266955,OPEN
465,N001387,N001389,R0233,909.6526299216875,OPEN
466,N001389,N001387,R0233,909.6526299216875,OPEN
467,N001390,N001391,R0234,3541.54729493829,OPEN
468,N001391,N001390,R0234,3541.54729493829,OPEN
469,N001392,N001393,R0235,2218.3967336446517,OPEN
470,N001393,N001392,R0235,2218.3967336446517,OPEN
471,N001394,N001395,R0236,72.1112485297593,OPEN
472,N001395,N001394,R0236,72.1112485297593,OPEN
473,N001395,N001162,R0237,243.04388534865902,OPEN
474,N001162,N001395,R0237,243.04388534865902,OPEN
475,N001396,N001397,R0238,14.9086970874053,OPEN
476,N001397,N001396,R0238,14.9086970874053,OPEN
477,N001397,N001398,R0239,12.8948105116152,OPEN
478,N001398,N001397,R0239,12.8948105116152,OPEN
479,N001399,N001016,R0240,172.7216717224516,OPEN
480,N001016,N001399,R0240,172.7216717224516,OPEN
481,N001400,N001401,R0241,476.9620063218032,OPEN
482,N001401,N001400,R0241,476.9620063218032,OPEN
483,N001402,N001403,R0242,884.9712972949449,OPEN
484,N001403,N001402,R0242,884.9712972949449,OPEN
485,N001404,N001405,R0243,608.5092732336099,OPEN
486,N001405,N001404,R0243,608.5092732336099,OPEN
487,N001406,N001407,R0244,799.382860064338,OPEN
488,N001407,N001406,R0244,799.382860064338,OPEN
489,N001026,N001408,R0245,982.63957804631,OPEN
490,N001408,N001026,R0245,982.63957804631,OPEN
491,N001409,N001410,R0246,10241.1505432329,OPEN
492,N001410,N001409,R0246,10241.1505432329,OPEN
493,N001411,N001412,R0247,8583.063825014166,OPEN
494,N001412,N001411,R0247,8583.063825014166,OPEN
495,N001413,N001414,R0248,10724.432676786937,OPEN
496,N001414,N001413,R0248,10724.432676786937,OPEN
497,N001213,N001415,R0249,631.884740878948,OPEN
498,N001415,N001213,R0249,631.884740878948,OPEN
499,N001416,N001417,R0250,704.438824847914,OPEN
500,N001417,N001416,R0250,704.438824847914,OPEN
501,N001418,N001419,R0251,462.9778407331227,OPEN
502,N001419,N001418,R0251,462.9778407331227,OPEN
503,N001420,N001421,R0252,36.094994081377,OPEN
504,N001421,N001420,R0252,36.094994081377,OPEN
505,N001422,N001423,R0253,1623.0979010833655,OPEN
506,N001423,N001422,R0253,1623.0979010833655,OPEN
507,N001424,N001425,R0254,149.1816593609224,OPEN
508,N001425,N001424,R0254,149.1816593609224,OPEN
509,N001426,N001427,R0255,27.941029703312,OPEN
510,N001427,N001426,R0255,27.941029703312,OPEN
511,N001428,N001429,R0256,1217.713068727186,OPEN
512,N001429,N001428,R0256,1217.713068727186,OPEN
513,N001178,N001430,R0257,2694.4606935296842,OPEN
