road_id,name,highway,length_km,importance,status,geometry
R1033,Kanaighat Road,secondary,1.6404991394738955,MEDIUM,OPEN,"LINESTRING (417904.606737 2771008.520215, 418110.359318 2771029.343583, 418111.470027 2771026.158665, 418123.122123 2770992.667263, 418126.85277 2770891.47235, 418312.184168 2770754.738001, 418469.751863 2770596.854601, 418485.164891 2770581.413932, 418492.104276 2770574.462294, 418692.8564 2770371.374377, 418808.856038 2770258.758795, 418896.801547 2770195.313448, 418994.223344 2770139.099171, 419005.493774 2770132.598299, 419103.076754 2770050.658944)"
R1034,,secondary,2.001432670818228,MEDIUM,OPEN,"LINESTRING (419525.822639 2769640.349511, 419718.360531 2769583.004597, 419720.616741 2769582.382264, 419776.700798 2769567.091704, 419900.668949 2769532.366844, 419941.088525 2769512.418126, 420001.153737 2769482.598253, 420040.020435 2769462.736453, 420052.342334 2769456.440734, 420077.626382 2769442.915369, 420088.227316 2769435.61095, 420114.373136 2769426.244429, 420209.777964 2769406.395803, 420275.040251 2769395.638337, 420289.453398 2769393.26189, 420310.47226 2769387.004241, 420331.218869 2769382.497902, 420448.172431 2769343.323011, 420548.498787 2769312.584561, 420617.50912 2769292.172604, 420652.211776 2769279.479508, 420675.326802 2769271.028684, 420787.066425 2769230.148436, 420810.085605 2769222.540023, 420868.131312 2769211.052106, 420945.06381 2769196.110768, 421021.837996 2769178.191892, 421056.929426 2769173.304732, 421205.569567 2769146.976306, 421223.818193 2769141.322993, 421242.593486 2769137.770716, 421388.566548 2769112.456341, 421444.553426 2769102.455589)"
R1035,,secondary,0.09062376044706193,MEDIUM,OPEN,"LINESTRING (426591.236673 2749352.396694, 426603.073808 2749262.549334)"
R1036,,secondary,1.8062674011600994,MEDIUM,OPEN,"LINESTRING (428091.553046 2750109.51538, 428075.470938 2750092.413306, 428040.365448 2750063.77242, 428007.483854 2750033.470035, 427987.761373 2750006.110876, 427974.36244 2749982.461506, 427945.173329 2749931.930777, 427927.917737 2749910.748883, 427902.352895 2749892.55608, 427854.747286 2749857.77995, 427807.93264 2749819.75529, 427765.187761 2749781.443664, 427732.268259 2749742.238999, 427726.451818 2749731.251382, 427722.174053 2749716.989001, 427717.097994 2749704.624384, 427708.501614 2749693.341311, 427695.568363 2749681.560563, 427618.628192 2749634.525894, 427480.266367 2749552.257947, 427436.627544 2749524.85943, 427360.031837 2749478.344802, 427338.341265 2749463.255304, 427313.611512 2749450.451955, 427291.219355 2749444.103244, 427261.252602 2749440.219683, 427106.635965 2749412.467657, 426963.967608 2749387.898512, 426796.108585 2749366.687131, 426774.29528 2749366.670234, 426750.667509 2749369.331747, 426679.951178 2749385.897635, 426609.077648 2749395.687722, 426601.956576 2749394.131089, 426593.246443 2749388.253178, 426591.236673 2749352.396694)"
R1037,,secondary,1.0042935074230868,MEDIUM,OPEN,"LINESTRING (422575.942993 2743374.911455, 422657.250016 2743302.599331, 422715.05305 2743249.476875, 422746.540251 2743256.85279, 423047.142225 2743489.124632, 423247.589478 2743458.154295, 423400.771989 2743436.053247, 423446.00121 2743422.702331)"
R1038,,secondary,0.31600785010394905,MEDIUM,OPEN,"LINESTRING (423787.339691 2743854.176163, 423798.871567 2743890.644079, 423882.60726 2744155.481742)"
R1039,,secondary,0.05181792541079832,MEDIUM,OPEN,"LINESTRING (423882.60726 2744155.481742, 423897.364946 2744205.153747)"
R1040,,secondary,1.933524888879726,MEDIUM,OPEN,"LINESTRING (423897.364946 2744205.153747, 423920.141643 2744275.732685, 424058.083702 2744697.904418, 424085.902517 2744774.059077, 424130.492732 2744860.231684, 424220.567386 2745037.433677, 424247.191691 2745087.749562, 424269.159562 2745138.589369, 424278.853518 2745175.732173, 424282.204383 2745213.574216, 424281.389183 2745243.65443, 424278.352568 2745283.303308, 424269.859091 2745315.695759, 424260.388236 2745346.775833, 424234.40584 2745424.256177, 424231.479498 2745432.433456, 424225.934784 2745457.01397, 424221.77737 2745494.963709, 424220.764289 2745547.856537, 424225.811796 2745598.335254, 424233.079052 2745627.928141, 424255.542646 2745691.876292, 424274.508607 2745742.810118, 424280.286 2745755.09218, 424296.803334 2745790.791204, 424316.982532 2745851.075574, 424328.709002 2745912.480491, 424334.253929 2745976.344446, 424348.029321 2746035.468062)"
R1041,Chandarpur Mathiura Road,tertiary,2.51927538551524,LOW,OPEN,"LINESTRING (402521.8961 2744775.745293, 402577.732331 2744816.170229, 402610.669104 2744840.023967, 402766.22158 2744928.793478, 402854.490353 2744982.058421, 402877.826208 2744996.135463, 402915.257159 2745012.438907, 402937.364387 2745017.111666, 402964.866174 2745018.523934, 402992.874734 2745010.076703, 403007.370694 2745003.186319, 403020.453867 2744993.736682, 403050.481935 2744964.865725, 403075.567161 2744947.435935, 403094.829204 2744934.122382, 403114.902929 2744915.487569, 403126.207282 2744898.830193, 403143.124094 2744865.300727, 403174.436475 2744786.044793, 403205.068667 2744717.834638, 403209.557047 2744700.638238, 403213.48659 2744657.089318, 403219.833919 2744641.208778, 403234.520789 2744622.556587, 403253.568904 2744604.59365, 403265.385188 2744596.016938, 403277.160052 2744594.505823, 403359.045804 2744609.524386, 403406.170343 2744608.507785, 403435.84007 2744601.854953, 403464.72147 2744595.207702, 403484.346378 2744587.407109, 403556.758089 2744558.61744, 403625.532085 2744535.722857, 403639.22238 2744534.929568, 403678.797107 2744532.515929, 403705.880486 2744528.893906, 403717.887532 2744521.534417, 403741.187709 2744501.549173, 403748.41761 2744497.622795, 403762.459909 2744495.12176, 403790.713386 2744499.841628, 403798.984585 2744498.842656, 403811.487418 2744491.54624, 403827.781821 2744477.169197, 403841.767054 2744472.276634, 403867.010921 2744470.096314, 403892.232201 2744461.770066, 403911.300545 2744453.818938, 403935.058248 2744448.681233, 403947.090551 2744442.019444, 403963.30954 2744416.779395, 403975.201023 2744407.30579, 404015.693221 2744388.519221, 404031.333341 2744383.205602, 404053.017849 2744382.24639, 404070.920746 2744384.00451, 404094.83642 2744391.3908, 404106.280882 2744400.480617, 404114.806212 2744417.132192, 404121.400717 2744430.840402, 404128.528638 2744441.311272, 404135.612665 2744446.920918, 404143.711955 2744448.81369, 404149.674177 2744445.715819, 404160.716413 2744437.654688, 404167.491039 2744429.279909, 404178.370935 2744422.582035, 404204.949868 2744413.228124, 404253.837737 2744399.677399, 404338.52915 2744376.199821, 404394.566323 2744358.690887, 404445.43146 2744340.154889, 404467.973482 2744331.648938, 404490.965254 2744326.783289, 404519.154659 2744328.083201, 404542.192339 2744329.850698, 404563.70626 2744329.059585, 404584.549962 2744319.048425, 404610.282549 2744311.484095)"
R1042,Chandarpur Mathiura Road,tertiary,0.118991641899547,LOW,OPEN,"LINESTRING (404610.282549 2744311.484095, 404725.155166 2744280.447139)"
R1043,Chandarpur Mathiura Road,tertiary,1.607125400633749,LOW,OPEN,"LINESTRING (404725.155166 2744280.447139, 404739.337296 2744274.723591, 404775.25167 2744263.213361, 404812.352755 2744249.358411, 404853.392398 2744239.385555, 404958.152669 2744220.745759, 405034.753043 2744205.080127, 405078.766566 2744199.793967, 405099.672115 2744198.697809, 405115.111439 2744199.377896, 405142.127257 2744194.618569, 405156.418317 2744182.648938, 405167.734364 2744173.136062, 405189.376606 2744165.977464, 405208.053852 2744161.26449, 405305.275973 2744145.768818, 405357.839691 2744140.292, 405393.638274 2744142.737524, 405425.100851 2744145.223929, 405564.646629 2744132.939501, 405702.293428 2744122.297355, 405759.466228 2744116.779508, 405766.039032 2744115.693662, 405805.790204 2744110.804393, 405825.591515 2744112.286058, 405844.338017 2744119.168007, 405851.698073 2744125.319256, 405858.245831 2744130.933422, 405870.729363 2744132.465074, 405921.947121 2744129.690589, 405939.821486 2744128.749264, 405973.583196 2744117.101844, 406057.125328 2744080.088209, 406066.338628 2744076.37106, 406101.711065 2744060.759569, 406139.069352 2744048.80017, 406174.505669 2744039.589228, 406204.569008 2744031.023969, 406238.32609 2744024.582042, 406268.670225 2744024.608465, 406282.837102 2744031.400297)"
R1044,Mathiura Beanibazar Road,tertiary,1.7701267152583007,LOW,OPEN,"LINESTRING (406475.176157 2744188.863753, 406481.868575 2744194.986629, 406489.325645 2744197.604934, 406499.918057 2744199.017078, 406604.012904 2744178.844017, 406648.371882 2744145.366094, 406662.127065 2744137.665197, 406669.492011 2744128.158171, 406682.978783 2744091.223703, 406681.660457 2744071.155423, 406684.065116 2744066.521297, 406688.065401 2744063.172042, 406780.193259 2744044.42124, 406827.710553 2744036.957603, 406923.847908 2744020.661284, 406984.929734 2743999.64072, 407019.158798 2743989.687078, 407034.631483 2743987.810998, 407048.341179 2743992.812693, 407060.164238 2743999.842575, 407067.327198 2744005.320266, 407170.770984 2743994.734967, 407258.913811 2743970.953393, 407398.574899 2743936.306318, 407463.756869 2743925.138407, 407533.65433 2743911.713341, 407680.514141 2743883.211298, 407749.738646 2743877.931222, 407813.908639 2743869.540246, 408014.840739 2743844.634135, 408094.006917 2743832.556565, 408140.589997 2743822.744968)"
R1045,,secondary,0.1883897423714606,MEDIUM,OPEN,"LINESTRING (337526.278882 2771965.770025, 337483.252349 2771972.496834, 337435.874617 2771978.190044, 337396.096571 2771978.929896, 337338.931408 2771974.493547)"
R1046,,secondary,0.6530345242114519,MEDIUM,OPEN,"LINESTRING (336914.820761 2771915.750594, 336879.54253 2771910.556074, 336835.316196 2771912.303382, 336667.209134 2771920.074919, 336548.614226 2771925.117392, 336511.691392 2771926.689645, 336492.922389 2771927.490573, 336262.835567 2771939.189198)"
R1047,,tertiary,2.6732788665184763,LOW,OPEN,"LINESTRING (363367.061701 2772128.427246, 363377.271658 2772109.274182, 363384.376526 2772089.343669, 363399.931102 2772033.652592, 363442.283871 2771909.553441, 363451.783323 2771870.791885, 363454.426284 2771834.458154, 363466.742511 2771777.725235, 363487.89563 2771745.049697, 363497.857819 2771732.345494, 363510.294082 2771721.876063, 363518.172138 2771708.594618, 363526.089394 2771689.143432, 363529.291668 2771668.354904, 363531.78315 2771630.970502, 363533.454244 2771609.410891, 363548.991801 2771596.285468, 363552.665195 2771575.182111, 363556.056037 2771572.235207, 363562.999361 2771566.361937, 363576.604586 2771551.69415, 363592.577604 2771538.719495, 363602.402376 2771532.429783, 363617.936783 2771517.96428, 363647.256464 2771485.628315, 363688.377738 2771430.745571, 363701.981381 2771409.831062, 363749.082869 2771337.432987, 363962.991149 2771030.664299, 363985.781075 2770997.97338, 364027.234394 2770936.631226, 364072.498234 2770877.942745, 364088.280365 2770844.65726, 364102.609108 2770809.292904, 364113.985664 2770775.353534, 364116.483439 2770766.789071, 364119.480613 2770745.548693, 364137.808526 2770684.160285, 364172.608127 2770576.576169, 364211.479579 2770467.456425, 364286.829783 2770311.820529, 364295.343569 2770304.470053, 364306.882654 2770297.953442, 364343.645076 2770279.002609, 364369.459042 2770261.013493, 364397.8331 2770241.714188, 364507.375249 2770167.624891, 364518.573825 2770151.176701, 364524.696997 2770139.818449, 364543.135477 2770089.29521, 364550.48256 2770038.560827, 364551.603372 2770007.105025, 364558.240749 2769968.228983, 364571.670685 2769924.423227, 364575.241857 2769888.723189, 364579.273408 2769857.725875, 364582.942359 2769846.126179)"
R1048,,primary,1.9352015378273635,HIGH,OPEN,"LINESTRING (335973.165713 2771186.236097, 335811.884601 2771076.858334, 335611.763472 2770943.535374, 335532.474927 2770890.720642, 335457.08475 2770834.026549, 335407.285047 2770789.807619, 335361.797835 2770743.387818, 335294.077874 2770694.400548, 335152.569579 2770587.084372, 335094.216443 2770550.901205, 334970.711351 2770455.488018, 334914.322279 2770408.226513, 334862.428886 2770364.732564, 334651.649454 2770171.312096, 334561.38293 2770092.714153, 334517.555625 2770050.452948, 334488.474497 2770019.168141, 334476.602623 2769999.727068, 334467.996002 2769982.406528)"
R1049,,secondary,2.0349178548509412,MEDIUM,OPEN,"LINESTRING (333048.536234 2751787.182976, 333073.704872 2751690.194962, 333083.639051 2751627.742516, 333086.69049 2751608.541783, 333102.966059 2751528.997724, 333108.267092 2751508.628756, 333117.91594 2751489.281556, 333139.116093 2751449.124066, 333173.513507 2751379.695511, 333176.429762 2751373.501186, 333196.232853 2751331.444381, 333234.008696 2751272.221559, 333281.476994 2751208.029594, 333293.227594 2751192.788917, 333315.27975 2751156.974827, 333334.695573 2751125.435303, 333356.707009 2751084.570556, 333365.978235 2751067.36607, 333392.817848 2751045.473681, 333420.548534 2751038.746419, 333498.334434 2751035.312737, 333507.081727 2751034.929981, 333559.315895 2751020.351901, 333697.524711 2750958.2215, 333720.078005 2750942.019915, 333735.064111 2750924.336816, 333841.378794 2750644.504652, 333862.379781 2750554.060313, 333877.454286 2750448.179429, 333890.212911 2750255.879842, 333883.447254 2750196.055829, 333857.653242 2750121.385327)"
R1050,,tertiary,0.31471988253997757,LOW,OPEN,"LINESTRING (340711.656826 2752909.712539, 340759.620798 2752848.51104, 340777.285074 2752825.97549, 340770.865013 2752813.433242, 340860.42561 2752714.33286, 340863.412626 2752653.740956)"
R1051,,tertiary,0.9503005303801462,LOW,OPEN,"LINESTRING (340863.412626 2752653.740956, 340605.544235 2752717.339993, 340524.199925 2752753.673738, 340516.549209 2752754.40492, 340413.901092 2752764.268913, 340408.612329 2752764.78444, 340348.685099 2752763.253547, 340275.913151 2752774.610548, 340178.393849 2752807.567523, 340099.734793 2752842.687451, 339949.226134 2752886.707909)"
R1052,,secondary,5.31135378209121,MEDIUM,OPEN,"LINESTRING (332599.092438 2752710.079544, 332573.882602 2752860.484331, 332573.045978 2752888.874656, 332581.46579 2752919.788694, 332591.834599 2752953.924669, 332596.842156 2752975.143275, 332607.486086 2753020.264629, 332616.376946 2753061.663188, 332621.778488 2753085.369405, 332636.481933 2753122.820154, 332649.94173 2753150.249983, 332673.23676 2753191.251723, 332704.751679 2753235.155438, 332723.457454 2753270.220247, 332749.376078 2753331.727551, 332757.918955 2753362.008764, 332765.837017 2753375.814507, 332773.519867 2753388.55969, 332780.923187 2753396.60041, 332798.677314 2753405.789147, 332815.153997 2753416.289486, 332836.816552 2753428.64317, 332846.06443 2753446.287695, 332881.211757 2753535.575717, 332927.424953 2753703.190045, 332925.44524 2753716.55121, 332920.420483 2753724.621188, 332915.103992 2753729.471212, 332898.54233 2753741.868657, 332837.206173 2753777.297499, 332669.50844 2753864.566836, 332652.157537 2753888.461423, 332559.592961 2754081.658866, 332545.906602 2754110.227939, 332404.274458 2754326.91045, 332401.288265 2754340.538795, 332472.895028 2754774.10902, 332551.778495 2755190.753251, 332570.403105 2755458.055887, 332601.366552 2755518.404701, 332602.856516 2755521.288816, 332634.601163 2755582.758062, 332639.857611 2755592.951666, 332649.049308 2755616.844346, 332652.561847 2755627.358289, 332664.615775 2755668.098023, 332687.09694 2755746.263039, 332705.945742 2755795.793008, 332709.954795 2755807.264646, 332762.757783 2755983.68231, 332778.362489 2756029.840025, 332806.48356 2756103.339408, 332815.417684 2756124.377346, 332825.283081 2756144.739311, 332832.484139 2756157.85588, 332840.529212 2756170.596625, 332859.532717 2756198.889555, 332870.254336 2756210.75586, 332878.177264 2756216.785226, 332885.570086 2756222.422261, 332910.350235 2756239.778061, 332920.567657 2756248.404867, 332928.678708 2756258.275816, 332940.730744 2756277.370581, 332958.3144 2756305.237805, 332972.158652 2756327.168753, 332988.804696 2756353.540891, 332997.199949 2756366.853478, 333002.157147 2756373.251295, 333008.303401 2756378.571227, 333046.885823 2756413.62719, 333083.803053 2756447.174816, 333115.407171 2756476.633091, 333125.461731 2756486.015271, 333130.392165 2756491.88174, 333138.377279 2756501.388773, 333153.834904 2756519.788749, 333159.011364 2756525.951326, 333199.269823 2756584.282982, 333292.597063 2756756.853525, 333302.357627 2756778.657097, 333310.827458 2756800.653582, 333362.861254 2756967.84381, 333405.76931 2757105.668095, 333407.451202 2757111.075587, 333412.86078 2757137.307572, 333413.201757 2757148.757416, 333411.684727 2757159.432237, 333350.740127 2757297.45362, 333308.947701 2757392.096462, 333301.399696 2757416.037684, 333298.437736 2757433.321108)"
R1053,,tertiary,0.17186384913473943,LOW,OPEN,"LINESTRING (333680.272099 2758200.935212, 333702.102259 2758204.448006, 333750.379037 2758208.1721, 333801.378471 2758214.023466, 333817.264601 2758212.147305, 333844.266488 2758191.482313)"
R1054,,tertiary,0.1344846203077374,LOW,OPEN,"LINESTRING (333844.266488 2758191.482313, 333941.310129 2758098.376756)"
R1055,Surma Bridge/Notun Bridge,secondary,0.4281595215706313,MEDIUM,OPEN,"LINESTRING (336914.820761 2771915.750594, 337338.931408 2771974.493547)"
R1056,,secondary,3.067414498734643,MEDIUM,OPEN,"LINESTRING (435065.085658 2750727.649225, 435060.879951 2750733.394, 435026.940173 2750776.939649, 435009.981095 2750798.845337, 435003.125483 2750806.053258, 434987.333549 2750822.671468, 434951.998546 2750857.331995, 434928.394555 2750879.667846, 434886.959696 2750912.508144, 434877.374461 2750919.252893, 434865.081594 2750928.070113, 434852.732678 2750935.713833, 434828.316279 2750946.42667, 434797.072625 2750957.493029, 434765.018934 2750968.153585, 434740.393709 2750975.279799, 434716.335701 2750986.97667, 434699.596564 2750999.724041, 434682.989893 2751010.577256, 434667.841101 2751024.225135, 434645.022601 2751033.12576, 434625.289474 2751042.91978, 434606.628313 2751050.826261, 434570.085802 2751058.540951, 434462.621454 2751079.803904, 434335.370726 2751101.693643, 434330.628213 2751102.823615, 434296.12895 2751111.038665, 434185.678976 2751130.978182, 434183.155569 2751131.411042, 434131.260973 2751141.736161, 434086.058179 2751150.844567, 434042.200039 2751158.064199, 433933.086247 2751174.223332, 433839.132362 2751187.608523, 433793.910674 2751194.824437, 433740.850511 2751204.248634, 433656.177889 2751223.359634, 433591.711911 2751236.7594, 433519.180927 2751253.542607, 433481.014471 2751261.544904, 433456.646144 2751265.161937, 433413.575926 2751268.072227, 433383.780145 2751269.02482, 433362.647617 2751269.127156, 433355.868108 2751268.883158, 433341.516375 2751269.495281, 433161.617501 2751272.527367, 433027.780966 2751277.219991, 432977.677436 2751279.612216, 432956.551493 2751281.066102, 432942.471595 2751283.559798, 432921.370601 2751290.129536, 432901.889822 2751297.499765, 432879.736037 2751311.892537, 432844.386028 2751340.09187, 432716.706024 2751438.527257, 432603.762406 2751530.015089, 432490.687222 2751619.090537, 432456.931638 2751644.581177, 432338.463561 2751741.756959, 432297.041713 2751767.285722)"
R1057,,secondary,3.985087965095825,MEDIUM,OPEN,"LINESTRING (429052.809755 2754336.28426, 429051.843519 2754379.963328, 429046.010716 2754433.700163, 429045.71931 2754453.545471, 429041.740548 2754471.239404, 429038.279401 2754481.599976, 429030.869924 2754490.120584, 429017.332728 2754501.120107, 429003.378682 2754503.761266, 428990.587974 2754504.812909, 428882.103808 2754505.839074, 428768.482886 2754509.572526, 428636.714702 2754511.673684, 428593.47843 2754511.665767, 428434.095947 2754515.307677, 428399.62816 2754515.697644, 428338.884729 2754516.745171, 428279.151239 2754511.985143, 428246.881149 2754505.808469, 428232.060997 2754503.09533, 428167.70433 2754487.230993, 428150.691999 2754480.553989, 428127.136372 2754470.256952, 428108.91175 2754461.593096, 428029.704775 2754421.921402, 427966.198016 2754394.913524, 427898.47203 2754362.645975, 427809.365528 2754303.637632, 427719.67495 2754243.182282, 427704.499827 2754238.345441, 427700.119225 2754236.939996, 427639.299651 2754233.362223, 427561.148858 2754231.714282, 427527.830617 2754233.816761, 427503.167732 2754237.80046, 427389.150006 2754262.432138, 427276.710192 2754285.528269, 427239.783014 2754294.604767, 427202.555448 2754298.445148, 427157.726703 2754299.214242, 427108.683068 2754297.458913, 427014.977684 2754293.692959, 426893.276719 2754288.227264, 426772.009312 2754282.649597, 426748.883493 2754279.362184, 426733.414309 2754281.947288, 426714.836967 2754286.907663, 426704.61965 2754291.380525, 426688.172853 2754300.028157, 426643.243964 2754321.772875, 426625.598492 2754332.896398, 426606.389599 2754346.287311, 426578.176918 2754356.858294, 426547.299922 2754367.797934, 426504.695878 2754382.266403, 426389.720298 2754418.007351, 426224.763185 2754469.011228, 426127.604348 2754499.044438, 425829.879661 2754593.079919, 425738.844437 2754623.415088, 425576.871272 2754668.818588, 425419.844732 2754704.341639, 425391.945738 2754709.155115, 425375.635648 2754711.126213, 425353.82051 2754707.368945)"
R1058,,tertiary,0.02147927130272769,LOW,OPEN,"LINESTRING (438476.744122 2761696.433283, 438473.670905 2761675.175004)"
R1059,,tertiary,0.9220622922437939,LOW,OPEN,"LINESTRING (438476.744122 2761696.433283, 438588.399427 2762143.365812, 438663.437036 2762456.862109, 438693.518467 2762527.398161, 438717.979193 2762584.759877)"
R1060,,tertiary,9.251173375496027,LOW,OPEN,"LINESTRING (436043.813072 2752574.121307, 436061.342504 2752607.680683, 436069.923732 2752624.106884, 436098.780315 2752704.243606, 436101.891053 2752712.877452, 436109.947329 2752740.257679, 436119.460987 2752772.614157, 436138.221142 2752836.376064, 436157.94524 2752881.541331, 436165.966833 2752918.89886, 436171.201196 2753012.942851, 436177.757949 2753130.766319, 436178.45741 2753142.190794, 436187.671861 2753292.956309, 436179.202 2753361.31836, 436182.496979 2753379.219786, 436206.784128 2753511.146006, 436232.092155 2753593.259482, 436273.140855 2753639.455489, 436303.752307 2753693.57315, 436312.700692 2753787.256764, 436318.124891 2753844.049143, 436326.636451 2753978.639874, 436338.319856 2754085.034173, 436344.159485 2754142.156854, 436355.04496 2754248.588098, 436443.274976 2754384.005866, 436488.434562 2754461.532217, 436577.225886 2754620.667406, 436600.018402 2754666.28422, 436612.887776 2754690.996002, 436635.425431 2754742.715484, 436645.006797 2754777.15382, 436654.323496 2754852.764235, 436657.746595 2754935.887444, 436659.986036 2754990.092427, 436736.705375 2755232.866224, 436785.332484 2755386.728575, 436803.683912 2755463.991765, 436842.363109 2755521.373337, 436847.242797 2755532.800786, 436873.815023 2755594.922163, 436886.503599 2755620.133328, 436903.584797 2755654.09445, 436965.654537 2755833.220524, 436976.911992 2755865.735706, 436987.359128 2755959.346532, 437005.42469 2756007.709747, 437006.376389 2756017.051326, 437021.506474 2756112.357081, 437027.886643 2756189.01109, 437048.966072 2756416.871405, 437064.203371 2756533.504112, 437067.985426 2756594.169014, 437074.364662 2756653.083491, 437160.200139 2757540.622489, 437155.079445 2757595.426113, 437156.685865 2757657.374506, 437164.373475 2757858.842242, 437169.89771 2757920.850228, 437178.296607 2757977.817724, 437193.620164 2758069.712311, 437213.602379 2758140.47966, 437223.591568 2758178.770128, 437235.568333 2758216.752527, 437268.103906 2758290.540941, 437300.479015 2758364.640219, 437316.958742 2758400.476011, 437331.936442 2758439.053819, 437366.434894 2758538.302362, 437406.272449 2758593.000396, 437450.47807 2758646.969922, 437528.757078 2758705.114062, 437546.346846 2758721.09042, 437560.068171 2758745.59987, 437574.057206 2758782.355318, 437601.951008 2758839.610856, 437607.551242 2758854.456984, 437628.829786 2758920.147397, 437636.095625 2758970.476279, 437666.817025 2759048.016672, 437685.302152 2759094.529629, 437689.563304 2759105.783011, 437714.582756 2759157.271506, 437755.489226 2759261.319906, 437806.737812 2759415.362318, 437850.369053 2759530.62709, 437900.670966 2759629.893905, 437957.520524 2759750.66908, 437984.965621 2759803.232272, 438015.849439 2759857.230588, 438040.123299 2759905.135238, 438065.051505 2759948.197887, 438072.906422 2759961.771644, 438091.892438 2759994.573969, 438121.297142 2760045.3679, 438140.81197 2760079.075925, 438169.819467 2760129.174122, 438202.794791 2760186.131089, 438227.803402 2760229.337614, 438229.665294 2760232.551591, 438254.01812 2760275.882925, 438293.279499 2760345.745549, 438310.585856 2760389.130851, 438351.243346 2760515.90477, 438375.793088 2760598.734347, 438384.598582 2760644.261918, 438385.605831 2760659.483355, 438386.79743 2760677.538762, 438387.647421 2760689.217409, 438391.250371 2760738.422609, 438401.055129 2760828.870613, 438406.764237 2760908.72869, 438406.212948 2761012.910026, 438408.270646 2761187.728168, 438409.891309 2761325.950598)"
R1061,,tertiary,0.04720004311142406,LOW,OPEN,"LINESTRING (438409.891309 2761325.950598, 438411.35507 2761373.127938)"
R1062,,tertiary,0.30841175916380265,LOW,OPEN,"LINESTRING (438411.35507 2761373.127938, 438453.987648 2761583.088094, 438468.91777 2761652.960881, 438473.670905 2761675.175004)"
R1063,,tertiary,0.08610756852451576,LOW,OPEN,"LINESTRING (445647.033291 2764091.276231, 445731.364778 2764073.877561)"
R1064,,tertiary,3.0395552438896742,LOW,OPEN,"LINESTRING (445731.364778 2764073.877561, 445751.638555 2764068.448765, 445765.134347 2764058.916503, 445776.828955 2764048.173325, 445791.187973 2764029.80115, 445810.243933 2764002.252748, 445826.103429 2763983.0331, 445838.693934 2763971.677398, 445859.729205 2763964.80622, 445879.821797 2763959.444775, 445898.265739 2763955.717657, 445916.558879 2763952.135113, 445989.337148 2763935.04948, 446030.889152 2763925.384655, 446071.339983 2763917.983255, 446142.980833 2763904.13634, 446285.264249 2763879.127308, 446353.610317 2763866.556794, 446461.250903 2763850.134376, 446488.600737 2763844.900476, 446504.002919 2763840.078741, 446527.56448 2763831.316265, 446548.165247 2763824.171023, 446579.439847 2763813.451761, 446672.540099 2763782.016997, 446694.058625 2763774.669083, 446715.904472 2763771.029489, 446740.398406 2763768.387298, 446796.118937 2763765.967009, 446842.668987 2763764.435204, 446966.345032 2763760.367703, 447038.484099 2763760.099459, 447078.600291 2763762.480084, 447173.405084 2763759.168364, 447203.527682 2763758.376669, 447248.224884 2763755.292056, 447268.004079 2763752.203904, 447286.071745 2763750.196482, 447303.208205 2763747.483978, 447323.552032 2763744.24978, 447340.557989 2763741.714998, 447353.279022 2763740.304047, 447375.782518 2763737.039474, 447394.289714 2763736.470035, 447413.688164 2763739.340994, 447465.10182 2763745.433201, 447487.751737 2763746.132491, 447510.938476 2763744.703687, 447547.158914 2763741.807588, 447568.952175 2763737.549458, 447604.354764 2763724.004132, 447627.86817 2763715.620247, 447641.83803 2763710.871725, 447654.858919 2763708.684779, 447670.666902 2763709.554492, 447685.384563 2763712.975249, 447775.447977 2763733.903124, 447801.848006 2763741.431922, 447804.426542 2763742.739811, 447822.274009 2763754.431602, 447845.660721 2763773.698587, 447865.639108 2763788.438543, 447873.403667 2763794.676454, 447880.670429 2763797.406032, 447888.217281 2763799.481223, 447898.947688 2763800.082624, 447919.188151 2763796.196382, 447945.175498 2763788.146901, 447967.264014 2763779.248574, 448001.78531 2763762.119886, 448061.990224 2763733.96447, 448070.067063 2763732.084586, 448075.317697 2763732.773357, 448078.567207 2763735.374326, 448084.626799 2763739.138407, 448107.483796 2763762.527104, 448112.195004 2763767.348271, 448117.546189 2763770.60568, 448123.005113 2763772.998966, 448131.033635 2763774.3527, 448145.052501 2763774.521049, 448215.461084 2763765.063661, 448233.049069 2763764.288441, 448247.500521 2763766.758502, 448262.956116 2763770.553577, 448312.092529 2763791.119274, 448390.350678 2763823.888798, 448395.776624 2763825.584699, 448411.579581 2763830.530252, 448416.18639 2763831.786317, 448431.3808 2763835.936909, 448518.615221 2763853.890508, 448530.242397 2763856.814419, 448541.199742 2763858.744263, 448554.607176 2763860.055876, 448599.566653 2763848.91334, 448623.194712 2763841.40553)"
