timestamp,location,latitude,longitude,rainfall_mm,temperature_c,humidity_percent,wind_speed_kmh,season,data_source,scenario,note
2023-01-03T00:00:00,Silchar,24.82,92.8,11.647440272166069,17.606947496946564,79.34479388206456,13.398543750415179,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-04T00:00:00,Guwahati,26.18,91.75,14.722989148918604,21.8807170550768,65.64187078686486,26.259732542539282,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-04T00:00:00,Nagaon,26.15,92.72,27.410417177974068,21.502430822859488,82.75211942990018,14.28604523673293,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-04T00:00:00,Lumding,25.28,92.84,35.68252777303908,21.958503655772457,81.28363233488447,21.07900644626753,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-04T00:00:00,Silchar,24.82,92.8,45.68035728570114,20.817593884224213,66.15593392678252,26.379721496914524,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-05T00:00:00,Guwahati,26.18,91.75,25.13229366154591,21.72699055095946,72.18567974702079,23.26379109242733,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-05T00:00:00,Nagaon,26.15,92.72,36.97172266330864,21.976785853464506,81.46809945187243,8.28364288632853,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-05T00:00:00,Lumding,25.28,92.84,34.62980375653829,20.71803455586735,79.2478960354443,8.514079253321412,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-05T00:00:00,Silchar,24.82,92.8,24.155204241898353,22.4660812323322,69.13246717045448,19.796683042602595,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-06T00:00:00,Guwahati,26.18,91.75,11.635978955514215,18.66822591517758,86.38579968270881,27.89348549661937,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-06T00:00:00,Nagaon,26.15,92.72,12.974305813320866,19.06231108248969,85.78631738653569,14.689791380683548,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-06T00:00:00,Lumding,25.28,92.84,0.0,23.551251929719477,90.19726189763,11.794766403141884,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-06T00:00:00,Silchar,24.82,92.8,18.523808674079042,23.262846923293775,72.8505911764735,10.841581878437289,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-07T00:00:00,Guwahati,26.18,91.75,9.749320765736844,21.52017801499129,72.92541449992177,24.550871748624072,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-07T00:00:00,Nagaon,26.15,92.72,7.430773251362693,21.54150975857516,87.6610871617152,24.70975859368938,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-07T00:00:00,Lumding,25.28,92.84,18.27984716776268,15.772450531907324,88.41349490998931,13.614684131254311,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-07T00:00:00,Silchar,24.82,92.8,19.447886894553363,19.863068279998892,77.77858799849669,12.868935277681894,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-08T00:00:00,Guwahati,26.18,91.75,9.536410274744519,14.64366058025546,68.79765410873762,12.273266195283691,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-08T00:00:00,Nagaon,26.15,92.72,24.468657798380562,21.601629512771897,73.36080008725199,16.56368907089241,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-08T00:00:00,Lumding,25.28,92.84,19.037481171907196,18.726718131669827,71.29861744675257,16.14344621923399,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-08T00:00:00,Silchar,24.82,92.8,44.70296744602363,22.737730038386943,70.42933786608738,20.6226205322121,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-09T00:00:00,Guwahati,26.18,91.75,12.993874645318613,19.42191206255225,90.18282600004048,28.79165960267096,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-09T00:00:00,Nagaon,26.15,92.72,12.444204826490905,23.275000113146483,80.76154611689455,26.586210512037866,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-09T00:00:00,Lumding,25.28,92.84,33.36230550092546,21.56701443852694,65.55633944759644,24.538183566839074,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-09T00:00:00,Silchar,24.82,92.8,34.732563730408,20.149988155527303,74.45915978628575,10.76053587284608,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-10T00:00:00,Guwahati,26.18,91.75,28.78964811285744,19.940586209831345,78.01548103946071,19.35412170505666,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-10T00:00:00,Nagaon,26.15,92.72,20.789142382813914,17.40825042173429,82.84404801829687,20.206734103965125,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-10T00:00:00,Lumding,25.28,92.84,25.486826384093725,18.34576330443301,93.0478302610671,21.276846082284536,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-10T00:00:00,Silchar,24.82,92.8,22.632238265693903,21.99749211621396,92.17692485818776,13.565750009478592,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-11T00:00:00,Guwahati,26.18,91.75,16.08095998998758,18.119549360011412,83.17629622614915,22.83318232666088,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-11T00:00:00,Nagaon,26.15,92.72,29.508329347203365,17.859682668237394,75.71166705068369,27.53473916146331,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-11T00:00:00,Lumding,25.28,92.84,39.2936477677432,23.09838719183826,68.36394597748402,17.034164521809995,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-11T00:00:00,Silchar,24.82,92.8,21.735243158772292,23.119200053709626,76.63712067207385,17.419040747633694,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-12T00:00:00,Guwahati,26.18,91.75,6.086139960150586,18.98855470946242,69.07588271853938,17.60961487847312,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-12T00:00:00,Nagaon,26.15,92.72,8.333406400322719,21.780176411798106,86.18644152142676,9.229543302029228,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-12T00:00:00,Lumding,25.28,92.84,19.051609579385676,19.947524572615784,91.83161408920236,10.194570834255629,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-12T00:00:00,Silchar,24.82,92.8,24.01516664565724,18.66044518986548,82.00198775936296,15.658503320189244,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-13T00:00:00,Guwahati,26.18,91.75,14.089748371566445,23.37763091837591,67.34697722595509,15.369255601871295,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-13T00:00:00,Nagaon,26.15,92.72,0.2620823287251923,22.53052784718763,93.38875223831597,19.52021931622865,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-13T00:00:00,Lumding,25.28,92.84,27.769211563761612,15.389996000987086,72.16044054985622,14.373369890724673,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-13T00:00:00,Silchar,24.82,92.8,23.505819809092493,20.913386020311055,76.76470109153024,11.539348047021669,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-14T00:00:00,Guwahati,26.18,91.75,17.393159607491295,17.732611405996607,67.95014073347434,18.84488864555622,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-14T00:00:00,Nagaon,26.15,92.72,16.37072092951226,22.104859174894376,94.93087691404575,27.796866786963424,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-14T00:00:00,Lumding,25.28,92.84,38.88495860054788,22.665503628427654,68.77419312872355,25.745495811047224,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-14T00:00:00,Silchar,24.82,92.8,22.609030443876335,22.47649411953759,73.18530448174101,16.90012058028189,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-15T00:00:00,Guwahati,26.18,91.75,20.707631200803835,19.51586731740713,69.22615992025135,14.840921342837367,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-15T00:00:00,Nagaon,26.15,92.72,22.72098841218452,20.24959925838896,71.38469973567192,22.29619712109745,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-15T00:00:00,Lumding,25.28,92.84,18.917258959563014,14.847276778306952,75.31805816474659,21.598351434565657,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-15T00:00:00,Silchar,24.82,92.8,26.32220508924118,18.598146959791052,83.33075325538933,9.244099076928283,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-16T00:00:00,Guwahati,26.18,91.75,0.0,18.56600393221288,86.96930584929741,16.973224493738936,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-16T00:00:00,Nagaon,26.15,92.72,10.425328148132879,19.874966152938434,85.11841869427795,22.371346465453982,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-16T00:00:00,Lumding,25.28,92.84,37.181303904420645,22.8347151798799,69.08361544029773,26.10166321750456,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-16T00:00:00,Silchar,24.82,92.8,32.13890488458289,22.20659286490983,88.26064908595505,18.269835424758984,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-17T00:00:00,Guwahati,26.18,91.75,18.30300404226376,19.698229982390178,89.1929004698382,24.292395430763726,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-17T00:00:00,Nagaon,26.15,92.72,4.910634371368696,17.63687610998441,94.91805708100851,20.399271608597836,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-17T00:00:00,Lumding,25.28,92.84,32.40802050385756,19.76336836652995,94.80996241770475,25.045325715879002,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-17T00:00:00,Silchar,24.82,92.8,36.96935852538963,19.401717082890357,66.69000929698791,21.738930006549534,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-18T00:00:00,Guwahati,26.18,91.75,17.54083575432933,20.596390612314703,81.38931729537718,15.821413960637376,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-18T00:00:00,Nagaon,26.15,92.72,30.20048603150925,20.350312278971998,85.322435991058,12.312471279764793,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-18T00:00:00,Lumding,25.28,92.84,2.812713829561467,21.106891702437835,90.48659514714578,10.084828183507081,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-18T00:00:00,Silchar,24.82,92.8,28.609877728341097,19.62466397136433,66.75087714077304,15.792730449242615,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-19T00:00:00,Guwahati,26.18,91.75,8.529607125363365,23.802473283069396,72.52716572805878,25.314993322201058,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-19T00:00:00,Nagaon,26.15,92.72,43.75207042501291,19.150951459662586,72.66277282424365,22.840785788452006,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-19T00:00:00,Lumding,25.28,92.84,29.717448388395212,16.693264732971517,66.97344940536492,17.329828894405964,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-19T00:00:00,Silchar,24.82,92.8,31.968304088242913,20.651347643934592,66.34210873147265,19.99300054957806,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-20T00:00:00,Guwahati,26.18,91.75,19.95858451779103,23.992220519678412,83.29686972333013,21.77161854755455,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-20T00:00:00,Nagaon,26.15,92.72,8.368625297564641,21.13038335581903,77.92488014321701,17.863855808836096,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-20T00:00:00,Lumding,25.28,92.84,47.6790752317596,20.62671616457923,71.47794027702759,21.02516751865358,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-20T00:00:00,Silchar,24.82,92.8,23.71099193397212,21.792370571985675,65.20137935775296,9.774684347989913,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-21T00:00:00,Guwahati,26.18,91.75,24.454933286422808,20.999639324506727,67.38676195102074,8.852708413681452,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-21T00:00:00,Nagaon,26.15,92.72,20.240901685266312,23.219020027056786,77.71123736384685,24.258227832562838,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-21T00:00:00,Lumding,25.28,92.84,36.82381014939658,19.877305379643314,72.17209477889647,17.60346522358435,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-21T00:00:00,Silchar,24.82,92.8,30.899249287644412,23.552638256435262,67.05663348672613,29.786898241369162,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-22T00:00:00,Guwahati,26.18,91.75,11.425701548811523,19.495289532893768,69.90754522589177,26.777803309468634,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-22T00:00:00,Nagaon,26.15,92.72,7.512183365074021,18.613736783019736,67.20678615332461,22.992399370682563,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-22T00:00:00,Lumding,25.28,92.84,33.69925246114035,22.18415219649044,73.98228873556285,8.095403035899553,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-22T00:00:00,Silchar,24.82,92.8,38.53869778344653,21.494188839706318,66.46871341070333,17.749094538160595,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-23T00:00:00,Guwahati,26.18,91.75,4.665323778391919,21.42733091535634,65.99822630436556,28.92851500587591,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-23T00:00:00,Nagaon,26.15,92.72,10.758234955880036,16.88736915243029,79.39335728689117,11.077952211168277,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-23T00:00:00,Lumding,25.28,92.84,26.757025756321806,24.490201806090788,84.35230819557962,28.90130811125652,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-23T00:00:00,Silchar,24.82,92.8,17.013493241016242,23.661079044279404,76.77124535056991,10.549425516891976,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-24T00:00:00,Guwahati,26.18,91.75,32.50254046517875,19.45376335621335,70.88645654599574,12.44022258466765,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-24T00:00:00,Nagaon,26.15,92.72,31.784009713700165,19.0839425490623,69.49423267363582,29.830892060016485,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-24T00:00:00,Lumding,25.28,92.84,25.558961163829434,21.735125450616792,84.08690069211973,15.410684819697773,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-24T00:00:00,Silchar,24.82,92.8,32.86670428390771,20.549807583274443,94.63900274127808,24.94860425380629,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-25T00:00:00,Guwahati,26.18,91.75,16.812433938014856,19.83869065127656,85.30772614041943,20.73197500893258,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-25T00:00:00,Nagaon,26.15,92.72,17.756564449099887,22.083960586813294,91.65605256561702,21.054591981704437,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-25T00:00:00,Lumding,25.28,92.84,25.09311958602805,21.30990303973903,68.01705712902361,10.984388879481138,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-25T00:00:00,Silchar,24.82,92.8,35.640467803529496,27.015608511280004,67.67423147785773,22.98918901139725,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-26T00:00:00,Guwahati,26.18,91.75,15.669595978529179,21.284371762009474,78.80917077177465,22.4136923035495,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-26T00:00:00,Nagaon,26.15,92.72,5.434761989915113,22.31754694574151,87.30211297317442,9.96025590513747,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-26T00:00:00,Lumding,25.28,92.84,21.61898462741831,20.849277490216576,65.09196755954976,25.921459630698106,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-26T00:00:00,Silchar,24.82,92.8,28.768020340844867,17.368722359287666,72.68097065111635,26.457676177696275,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-27T00:00:00,Guwahati,26.18,91.75,20.236957834888457,21.75973502674392,81.35022643613839,17.44436190205288,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-27T00:00:00,Nagaon,26.15,92.72,4.109227739578829,20.278970334520427,79.09037216499742,23.630872342520544,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-27T00:00:00,Lumding,25.28,92.84,14.038418500402567,16.68068231803483,89.67209637733392,27.056239466170723,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-27T00:00:00,Silchar,24.82,92.8,34.14233925027146,21.883100513284173,70.66541007621153,20.649597973865696,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-28T00:00:00,Guwahati,26.18,91.75,13.494833431309466,19.17761909081567,85.22488982159328,20.684573059926908,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-28T00:00:00,Nagaon,26.15,92.72,24.323600988064,22.30817080167546,88.69475714848379,15.774197922443047,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-28T00:00:00,Lumding,25.28,92.84,20.73960825503669,19.392750751747673,92.00292295274205,25.504329733344825,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-28T00:00:00,Silchar,24.82,92.8,40.808302965297834,20.54273047801276,79.20469211095764,15.489433735477736,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-29T00:00:00,Guwahati,26.18,91.75,26.993250081550887,16.524123743654513,91.86082315420406,19.846625676421812,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-29T00:00:00,Nagaon,26.15,92.72,22.52196569708899,21.185813016039912,88.33730424043632,29.34280846575178,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-29T00:00:00,Lumding,25.28,92.84,14.302992344107064,21.413841593931018,69.07508216975577,26.31921123121551,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-29T00:00:00,Silchar,24.82,92.8,19.55961986924965,19.6477868888149,87.03113469903246,10.43373377312031,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-30T00:00:00,Guwahati,26.18,91.75,0.19590431916909168,20.43422687000247,79.80332045159501,11.364759150870174,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-30T00:00:00,Nagaon,26.15,92.72,22.033722425974815,19.45454159587408,87.83833688978716,26.367239108243297,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-30T00:00:00,Lumding,25.28,92.84,25.711067974821063,19.880714854331153,65.7647510590941,29.62686757056411,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-30T00:00:00,Silchar,24.82,92.8,41.12982615189959,19.111741365297828,71.33228575475886,10.455116964022817,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-31T00:00:00,Guwahati,26.18,91.75,8.28751181805061,21.91309074924049,77.3553409006243,10.209372408611939,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-31T00:00:00,Nagaon,26.15,92.72,11.809808505492631,20.291245985252612,87.06083961532087,26.453748675668884,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-31T00:00:00,Lumding,25.28,92.84,41.8642543904203,21.1945685747575,65.28869505051013,16.66328068877363,DRY,HISTORICAL,HISTORICAL,Historical data
2023-01-31T00:00:00,Silchar,24.82,92.8,31.99726871697838,21.659953010071764,75.96378475230352,20.76169471691657,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-01T00:00:00,Guwahati,26.18,91.75,20.924740613644744,20.804261333940893,93.86073808217881,10.17729407336522,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-01T00:00:00,Nagaon,26.15,92.72,14.290317697968941,16.75868866344313,93.56995548552497,22.388950429725828,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-01T00:00:00,Lumding,25.28,92.84,28.015733986703488,20.645299568362606,93.70514472312965,23.42372390996819,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-01T00:00:00,Silchar,24.82,92.8,40.12588992723818,19.23896551989694,70.97926310646065,8.948115377403386,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-02T00:00:00,Guwahati,26.18,91.75,8.380932244542699,20.17373153510386,92.6796816071301,22.495168586373385,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-02T00:00:00,Nagaon,26.15,92.72,30.181448059747968,19.914183903648382,73.9604596717321,23.50069446110087,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-02T00:00:00,Lumding,25.28,92.84,20.50473531313658,24.497663737419735,66.11164678025466,24.67742338721007,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-02T00:00:00,Silchar,24.82,92.8,30.222971624455457,19.104147352782466,73.83750132202546,8.653474851154597,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-03T00:00:00,Guwahati,26.18,91.75,15.880274512936364,19.901361979056826,90.99068837515762,29.328813653422305,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-03T00:00:00,Nagaon,26.15,92.72,0.0,18.9472671984442,72.1366947937598,19.66218020661841,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-03T00:00:00,Lumding,25.28,92.84,22.207694074721324,17.980042056539567,73.24514200285681,9.553736292160147,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-03T00:00:00,Silchar,24.82,92.8,31.75812200470315,21.236486422080006,87.00446264702259,26.834868167234863,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-04T00:00:00,Guwahati,26.18,91.75,14.932679472436513,19.80887885093052,85.99577188995858,25.161237784349034,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-04T00:00:00,Nagaon,26.15,92.72,32.85394987494669,19.26456244306219,89.25515527075648,21.223021609256534,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-04T00:00:00,Lumding,25.28,92.84,30.291879073325095,22.973654701558146,76.08372979628507,20.279691654060745,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-04T00:00:00,Silchar,24.82,92.8,45.5695618253983,20.39193773065874,89.3280449072543,27.236151353071868,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-05T00:00:00,Guwahati,26.18,91.75,16.413336506151122,22.113120032974102,72.75000484927628,25.392176145491852,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-05T00:00:00,Nagaon,26.15,92.72,20.74351578051235,23.669017506303298,79.56480172218753,28.346418222515837,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-05T00:00:00,Lumding,25.28,92.84,19.276328628359842,22.362168020755934,82.72912711905889,15.82028986818569,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-05T00:00:00,Silchar,24.82,92.8,38.24879376173278,19.63183399446813,74.72771059258825,27.699009960139602,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-06T00:00:00,Guwahati,26.18,91.75,13.891216893294388,20.012065467979717,83.69076844979304,19.592268835227465,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-06T00:00:00,Nagaon,26.15,92.72,6.343586995697624,20.05224642380566,81.13105307522996,27.913316031165344,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-06T00:00:00,Lumding,25.28,92.84,31.951724887974212,18.722474847825904,79.57998886157208,12.10235887482968,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-06T00:00:00,Silchar,24.82,92.8,33.253951810463306,19.63806760107363,82.51276329825889,19.05492605009998,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-07T00:00:00,Guwahati,26.18,91.75,17.29417210828621,21.24915939528488,84.6472355696973,20.679927353101174,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-07T00:00:00,Nagaon,26.15,92.72,32.14497016410061,17.530286064919935,66.77492695312198,16.01149230154678,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-07T00:00:00,Lumding,25.28,92.84,16.728852717423543,20.71913243529679,88.71843236999212,15.44731612365663,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-07T00:00:00,Silchar,24.82,92.8,38.66153020507069,17.89315493679087,74.43844629992641,23.137880893677995,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-08T00:00:00,Guwahati,26.18,91.75,14.779116570818001,21.04937441755136,86.88562977332687,8.554994378581279,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-08T00:00:00,Nagaon,26.15,92.72,9.284521836275982,20.735451404388044,68.23338852273962,13.140981817463354,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-08T00:00:00,Lumding,25.28,92.84,24.866742092784865,21.637523499587925,88.60152187819928,8.711213751666577,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-08T00:00:00,Silchar,24.82,92.8,17.763107784886863,24.120081265128878,81.54822300551318,14.096479739212404,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-09T00:00:00,Guwahati,26.18,91.75,4.321058466717368,22.366453712220125,92.07747105852918,29.047663132333113,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-09T00:00:00,Nagaon,26.15,92.72,19.998752086776726,18.42639705173155,79.14169136948554,19.044244301011062,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-09T00:00:00,Lumding,25.28,92.84,20.67278450121147,19.290879413250313,71.7826934541989,10.359186362637752,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-09T00:00:00,Silchar,24.82,92.8,56.79251295639211,19.33553328769631,68.80929775112882,28.692190496722702,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-10T00:00:00,Guwahati,26.18,91.75,42.766352551554185,22.328915700396873,85.05218370462921,10.720480343948138,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-10T00:00:00,Nagaon,26.15,92.72,12.091793893500252,19.546986692349122,65.24440873567283,10.783867087091561,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-10T00:00:00,Lumding,25.28,92.84,19.05711173292726,17.288758457566335,78.16049909288392,22.08296977408665,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-10T00:00:00,Silchar,24.82,92.8,11.013438900563418,17.680340199273218,70.2283425078343,19.426360339810614,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-11T00:00:00,Guwahati,26.18,91.75,5.581237776489953,18.646762781012455,71.30272905881284,27.19262135974039,DRY,HISTORICAL,HISTORICAL,Historical data
2023-02-11T00:00:00,Nagaon,26.15,92.72,31.74105555554269,17.412534683789644,88.65638087531919,16.508708174251456,DRY,HISTORICAL,HISTORICAL,Historical data
